Staff. 4X160 Special Olympics Uomini,4x160m
Staff. 4X160 Staffetta Unificata Special,4x160m
Staffetta 3x2 Giri Cadette,3x400m
Staffetta 3x2 Giri Cadetti,3x400m
Staffetta 4x1 giro Allieve,4x200m
Staffetta 4x1 giro Allievi,4x200m
Staffetta 4x1 giro Juniores Donne,4x200m
Staffetta 4x1 giro Juniores Uomini,4x200m
Staffetta 4x1 giro Promesse Donne,4x200m
Staffetta 4x1 giro Promesse Uomini,4x200m
Staffetta 4x160  Allievi,4x160m
Staffetta 4x160 Adulti Uomini,4x160m
Staffetta 4x160 Allieve,4x160m
Staffetta 4X160 Indoor Cadette,4x160m
Staffetta 4X160 Indoor Cadetti,4x160m
Staffetta 4X160 Indoor Donne,4x160m
Staffetta 4X160 Indoor Ragazze,4x160m
Staffetta 4X160 Indoor Ragazzi,4x160m
Staffetta 4X160 Indoor Uomini,4x160m
Staffetta 4x1giro ALLIEVE,4x200m
Staffetta 4x1giro ALLIEVI,4x200m
Staffetta 4x1giro BANCARI DONNE,4x200m
Staffetta 4x1giro BANCARI UOMINI,4x200m
Staffetta 4x1giro DONNE,4x200m
Staffetta 4X1giro MASTER DONNE,4x200m
Staffetta 4x1giro MASTER DONNE,4x200m
Staffetta 4X1giro MASTER UOMINI,4x200m
Staffetta 4x1giro MASTER UOMINI,4x200m
Staffetta 4x1giro MISTA,4x200m
Staffetta 4x1giro UOMINI,4x200m
Staffetta 4x2 giri DONNE,4x400m
Staffetta 4x2 giri Donne,4x400m
Staffetta 4x2 giri UOMINI,4x400m
Staffetta 4x2 giri Uomini,4x400m
Staffetta 4x200 Adulti + Juniores +Allievi Donne,4x200m
Staffetta 4x200 Adulti + Juniores +Allievi Uomini,4x200m
Staffetta 4x200 Adulti Donne,4x200m
Staffetta 4x200 Adulti Uomini,4x200m
Staffetta 4x200 Allieve,4x200m
Staffetta 4x200 Allievi,4x200m
Staffetta 4x200 ASSOLUTI DONNE,4x200m
Staffetta 4x200 ASSOLUTI UOMINI,4x200m
Staffetta 4x200 Cadette,4x200m
Staffetta 4x200 CADETTE,4x200m
Staffetta 4x200 Cadetti,4x200m
Staffetta 4x200 CADETTI,4x200m
Staffetta 4x200 DONNE,4x200m
Staffetta 4x200 Ragazze,4x200m
Staffetta 4x200 RAGAZZE,4x200m
Staffetta 4x200 Ragazzi,4x200m
Staffetta 4x200 RAGAZZI,4x200m
Staffetta 4x200 UOMINI,4x200m
Staffetta 4x2giri DONNE,4x400m
Staffetta 4x2giri MASTER UOMINI,4x400m
Staffetta 4x2giri UOMINI,4x400m
Staffetta 4x400 ASSOLUTI DONNE,4x400m
Staffetta 4x50 1° Media,4x50m
Staffetta 4x50 2° Media,4x50m
Staffetta 4x50 3° Media,4x50m
Staffetta 6 X 1 GIRO MISTA M+F,6x200m mista
statistica partecipanti,altro
Statistica Partecipanti,altro
TETRATHLON CADETTE,Tetrathlon indoor CF
TETRATHLON Cadette,Tetrathlon indoor CF
TETRATHLON CADETTI,Tetrathlon indoor CM
TETRATHLON Cadetti,Tetrathlon indoor CM
TRIATHLON,boh
TRIATHLON Ragazze,Triathlon indoor RF
TRIATHLON RAGAZZE,Triathlon indoor RF
TRIATHLON Ragazzi,Triathlon indoor RM
TRIATHLON RAGAZZI,Triathlon indoor RM
TRIATHLON-B,boh
Triplo CADETTE,Salto triplo
Triplo CADETTI,Salto triplo
Triplo DONNE,Salto triplo
Triplo MASTER DONNE,Salto triplo
Triplo MASTER UOMINI,Salto triplo
Triplo UOMINI,Salto triplo
Tutti i risultati,altro
