Prest.,Vento,Atleta,Anno,Società,Città,Data
12.78,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Padova,25/04/2017
12.78,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Padova,25/04/2017
12.40,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,San Biagio Di Callalta,12/05/2019
12.40,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,San Biagio Di Callalta,12/05/2019
12.37,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Conegliano,25/09/2016
12.37,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Conegliano,25/09/2016
12.36,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Caorle,06/05/2018
12.36,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Caorle,06/05/2018
12.25,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bussolengo,07/05/2017
12.25,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bussolengo,07/05/2017
12.15,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Agordo,22/05/2016
12.15,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Agordo,22/05/2016
12.02,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,San Biagio Di Callalta,29/04/2018
12.02,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,San Biagio Di Callalta,29/04/2018
11.95,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Arzignano,25/06/2017
11.95,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Arzignano,25/06/2017
11.88,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Marcon,10/05/2015
11.88,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Marcon,10/05/2015
11.78,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Feltre,14/10/2017
11.78,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Feltre,14/10/2017
11.56,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Trento,12/10/2019
11.56,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Trento,12/10/2019
11.45,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Vicenza,08/05/2016
11.45,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Vicenza,08/05/2016
11.40,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bassano Del Grappa,29/06/2014
11.40,,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bassano Del Grappa,29/06/2014
11.09,,STRAPPAZZON Nicola,87,ANA ATL.FELTRE,Rovereto,29/06/2012
11.09,,STRAPPAZZON Nicola,87,ANA ATL.FELTRE,Rovereto,29/06/2012
10.54,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Padova,15/05/2022
10.54,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Padova,15/05/2022
10.51,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Lana,03/09/2022
10.51,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Lana,03/09/2022
10.42,,TOIGO Robin,92,ANA ATL.FELTRE,Feltre,28/08/2014
10.42,,TOIGO Robin,92,ANA ATL.FELTRE,Feltre,28/08/2014
10.37,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Vittorio Veneto,29/05/2022
10.37,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Vittorio Veneto,29/05/2022
10.21,,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Rovereto,28/06/2013
10.21,,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Rovereto,28/06/2013
10.02,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Bovolone,29/04/2023
10.02,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Bovolone,29/04/2023
9.96,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Caorle,28/05/2023
9.96,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Caorle,28/05/2023
9.90,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Domegge Di Cadore,30/04/2022
9.90,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Domegge Di Cadore,30/04/2022
9.31,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Lana,23/04/2022
9.31,,DALLA CORTE Matteo,01,ANA ATL.FELTRE,Lana,23/04/2022
9.25,,DALLA POZZA Elia,91,ANA ATL.FELTRE,Marcon,15/05/2011
9.25,,DALLA POZZA Elia,91,ANA ATL.FELTRE,Marcon,15/05/2011
8.49,,BARP Andrea,71,ANA ATL.FELTRE,Marcon,10/05/2015
8.49,,BARP Andrea,71,ANA ATL.FELTRE,Marcon,10/05/2015
