Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2013-01-05	REG4246	https://www.fidal.it/risultati/2013/REG4246/Index.htm	https://www.fidal.it/risultati/2013/REG4246/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-12
2013-01-06	REG4380	https://www.fidal.it/risultati/2013/REG4380/Index.htm	https://www.fidal.it/risultati/2013/REG4380/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-12
2013-01-12	REG4247	https://www.fidal.it/risultati/2013/REG4247/Index.htm	https://www.fidal.it/risultati/2013/REG4247/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-12	REG4208	https://www.fidal.it/risultati/2013/REG4208/Index.htm	https://www.fidal.it/risultati/2013/REG4208/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-12	REG4381	https://www.fidal.it/risultati/2013/REG4381/Index.htm	https://www.fidal.it/risultati/2013/REG4381/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2013-01-12	REG4502	https://www.fidal.it/risultati/2013/REG4502/Index.htm	https://www.fidal.it/risultati/2013/REG4502/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-12	REG4312	https://www.fidal.it/risultati/2013/REG4312/Index.htm	https://www.fidal.it/risultati/2013/REG4312/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-12	REG4165	https://www.fidal.it/risultati/2013/REG4165/Index.htm	https://www.fidal.it/risultati/2013/REG4165/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4281	https://www.fidal.it/risultati/2013/REG4281/Index.htm	https://www.fidal.it/risultati/2013/REG4281/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4220	https://www.fidal.it/risultati/2013/REG4220/Index.htm	https://www.fidal.it/risultati/2013/REG4220/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4180	https://www.fidal.it/risultati/2013/REG4180/Index.htm	https://www.fidal.it/risultati/2013/REG4180/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4280	https://www.fidal.it/risultati/2013/REG4280/Index.htm	https://www.fidal.it/risultati/2013/REG4280/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4366	https://www.fidal.it/risultati/2013/REG4366/Index.htm	https://www.fidal.it/risultati/2013/REG4366/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4248	https://www.fidal.it/risultati/2013/REG4248/Index.htm	https://www.fidal.it/risultati/2013/REG4248/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4384	https://www.fidal.it/risultati/2013/REG4384/Index.htm	https://www.fidal.it/risultati/2013/REG4384/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2013-01-13	REG4166	https://www.fidal.it/risultati/2013/REG4166/Index.htm	https://www.fidal.it/risultati/2013/REG4166/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-13	REG4383	https://www.fidal.it/risultati/2013/REG4383/Index.htm	https://www.fidal.it/risultati/2013/REG4383/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2013-01-13	REG4351	https://www.fidal.it/risultati/2013/REG4351/Index.htm	https://www.fidal.it/risultati/2013/REG4351/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	REG4282	https://www.fidal.it/risultati/2013/REG4282/Index.htm	https://www.fidal.it/risultati/2013/REG4282/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	REG4250	https://www.fidal.it/risultati/2013/REG4250/Index.htm	https://www.fidal.it/risultati/2013/REG4250/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	COD4097	https://www.fidal.it/risultati/2013/COD4097/Index.htm	https://www.fidal.it/risultati/2013/COD4097/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	REG4444	https://www.fidal.it/risultati/2013/REG4444/Index.htm	https://www.fidal.it/risultati/2013/REG4444/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	REG4168	https://www.fidal.it/risultati/2013/REG4168/Index.htm	https://www.fidal.it/risultati/2013/REG4168/Index.htm	Vecchissimo	ok	2024-02-12
2013-01-19	REG4391	https://www.fidal.it/risultati/2013/REG4391/Index.htm	https://www.fidal.it/risultati/2013/REG4391/Index.htm	Vecchissimo	ok	2024-02-12
