Prest.,Atleta,Anno,Società,Città,Data
4:51.3,BOUZNADI Issam,87,ANA ATL.FELTRE,Conegliano,02/04/2005
4:32.0,BONAN Marco,00,ANA ATL.FELTRE,Feltre,14/10/2017
5:03.0,DA RIN DE MONEGO Lorenzo,00,ANA ATL.FELTRE,Feltre,14/10/2017
5:34.9,PRIMOLAN Nicola,02,ANA ATL.FELTRE,Belluno,19/10/2019
