Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2022-01-05	COD9885	https://www.fidal.it/risultati/2022/COD9885/Index.htm	https://www.fidal.it/risultati/2022/COD9885/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-08	REG26892	https://www.fidal.it/risultati/2022/REG26892/Index.htm	https://www.fidal.it/risultati/2022/REG26892/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-08	REG26990	https://www.fidal.it/risultati/2022/REG26990/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-08	REG26991	https://www.fidal.it/risultati/2022/REG26991/Index.htm	https://www.fidal.it/risultati/2022/REG26991/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-08	REG27204	https://www.fidal.it/risultati/2022/REG27204/Index.htm	https://www.fidal.it/risultati/2022/REG27204/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-09	REG27136	https://www.fidal.it/risultati/2022/REG27136/Index.htm	https://www.fidal.it/risultati/2022/REG27136/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-09	REG26992	https://www.fidal.it/risultati/2022/REG26992/Index.htm	https://www.fidal.it/risultati/2022/REG26992/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-09	REG26993	https://www.fidal.it/risultati/2022/REG26993/Index.htm	https://www.fidal.it/risultati/2022/REG26993/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-09	REG26909				Gara non esistente	2024-02-09
2022-01-09	REG27205	https://www.fidal.it/risultati/2022/REG27205/Index.htm	https://www.fidal.it/risultati/2022/REG27205/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-09	REG26896	https://www.fidal.it/risultati/2022/REG26896/Index.htm	https://www.fidal.it/risultati/2022/REG26896/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-09	REG26893	https://www.fidal.it/risultati/2022/REG26893/Index.htm	https://www.fidal.it/risultati/2022/REG26893/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-09	REG27034	https://www.fidal.it/risultati/2022/REG27034/Index.htm	https://www.fidal.it/risultati/2022/REG27034/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-09	REG26994	https://www.fidal.it/risultati/2022/REG26994/Index.htm	https://www.fidal.it/risultati/2022/REG26994/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-15	REG26998	https://www.fidal.it/risultati/2022/REG26998/Index.htm	https://www.fidal.it/risultati/2022/REG26998/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-15	REG27292	https://www.fidal.it/risultati/2022/REG27292/Index.htm	https://www.fidal.it/risultati/2022/REG27292/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-15	REG26997	https://www.fidal.it/risultati/2022/REG26997/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-15	REG27276	https://www.fidal.it/risultati/2022/REG27276/Index.htm	https://www.fidal.it/risultati/2022/REG27276/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-15	REG27250	https://www.fidal.it/risultati/2022/REG27250/Index.htm	https://www.fidal.it/risultati/2022/REG27250/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-15	REG27253	https://www.fidal.it/risultati/2022/REG27253/Index.htm	https://www.fidal.it/risultati/2022/REG27253/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-15	REG26901	https://www.fidal.it/risultati/2022/REG26901/Index.htm	https://www.fidal.it/risultati/2022/REG26901/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-16	REG27000	https://www.fidal.it/risultati/2022/REG27000/Index.htm	https://www.fidal.it/risultati/2022/REG27000/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-16	REG27002	https://www.fidal.it/risultati/2022/REG27002/Index.htm	https://www.fidal.it/risultati/2022/REG27002/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-16	REG27138	https://www.fidal.it/risultati/2022/REG27138/Index.htm	https://www.fidal.it/risultati/2022/REG27138/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-16	REG27235	https://www.fidal.it/risultati/2022/REG27235/Index.htm	https://www.fidal.it/risultati/2022/REG27235/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-16	REG27219	https://www.fidal.it/risultati/2022/REG27219/Index.htm	https://www.fidal.it/risultati/2022/REG27219/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-16	REG26999	https://www.fidal.it/risultati/2022/REG26999/Index.htm	https://www.fidal.it/risultati/2022/REG26999/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-16	REG27001	https://www.fidal.it/risultati/2022/REG27001/Index.htm	https://www.fidal.it/risultati/2022/REG27001/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-16	REG27035	https://www.fidal.it/risultati/2022/REG27035/Index.htm	https://www.fidal.it/risultati/2022/REG27035/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-16	REG27003	https://www.fidal.it/risultati/2022/REG27003/Index.htm	https://www.fidal.it/risultati/2022/REG27003/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-16	REG27277	https://www.fidal.it/risultati/2022/REG27277/Index.htm	https://www.fidal.it/risultati/2022/REG27277/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-16	REG26903	https://www.fidal.it/risultati/2022/REG26903/Index.htm	https://www.fidal.it/risultati/2022/REG26903/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-16	REG26905	https://www.fidal.it/risultati/2022/REG26905/Index.htm	https://www.fidal.it/risultati/2022/REG26905/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-16	REG27249	https://www.fidal.it/risultati/2022/REG27249/Index.htm	https://www.fidal.it/risultati/2022/REG27249/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-16	REG27087	https://www.fidal.it/risultati/2022/REG27087/Index.htm	https://www.fidal.it/risultati/2022/REG27087/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-19	REG26907	https://www.fidal.it/risultati/2022/REG26907/Index.htm	https://www.fidal.it/risultati/2022/REG26907/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-22	REG27319	https://www.fidal.it/risultati/2022/REG27319/Index.htm	https://www.fidal.it/risultati/2022/REG27319/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-22	REG27065				Gara non esistente	2024-02-09
2022-01-22	REG27334	https://www.fidal.it/risultati/2022/REG27334/Index.htm	https://www.fidal.it/risultati/2022/REG27334/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-22	REG26908	https://www.fidal.it/risultati/2022/REG26908/Index.htm	https://www.fidal.it/risultati/2022/REG26908/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-22	REG27006	https://www.fidal.it/risultati/2022/REG27006/Index.htm	https://www.fidal.it/risultati/2022/REG27006/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-22	REG27116				Gara non esistente	2024-02-09
2022-01-22	REG27252	https://www.fidal.it/risultati/2022/REG27252/Index.htm	https://www.fidal.it/risultati/2022/REG27252/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-23	REG26911	https://www.fidal.it/risultati/2022/REG26911/Index.htm	https://www.fidal.it/risultati/2022/REG26911/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-23	REG27066	https://www.fidal.it/risultati/2022/REG27066/Index.htm	https://www.fidal.it/risultati/2022/REG27066/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-23	REG26966	https://www.fidal.it/risultati/2022/REG26966/Index.htm	https://www.fidal.it/risultati/2022/REG26966/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-23	REG27139	https://www.fidal.it/risultati/2022/REG27139/Index.htm	https://www.fidal.it/risultati/2022/REG27139/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-23	REG27014	https://www.fidal.it/risultati/2022/REG27014/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-23	REG27013	https://www.fidal.it/risultati/2022/REG27013/Index.htm	https://www.fidal.it/risultati/2022/REG27013/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-23	REG26910	https://www.fidal.it/risultati/2022/REG26910/Index.htm	https://www.fidal.it/risultati/2022/REG26910/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-23	REG27015	https://www.fidal.it/risultati/2022/REG27015/Index.htm	https://www.fidal.it/risultati/2022/REG27015/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-23	REG27330	https://www.fidal.it/risultati/2022/REG27330/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-23	REG27333	https://www.fidal.it/risultati/2022/REG27333/Index.htm	https://www.fidal.it/risultati/2022/REG27333/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-23	REG27172	https://www.fidal.it/risultati/2022/REG27172/Index.htm	https://www.fidal.it/risultati/2022/REG27172/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-23	REG27335	https://www.fidal.it/risultati/2022/REG27335/Index.htm	https://www.fidal.it/risultati/2022/REG27335/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-23	REG27254	https://www.fidal.it/risultati/2022/REG27254/Index.htm	https://www.fidal.it/risultati/2022/REG27254/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-23	REG27012	https://www.fidal.it/risultati/2022/REG27012/Index.htm	https://www.fidal.it/risultati/2022/REG27012/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-23	REG27220	https://www.fidal.it/risultati/2022/REG27220/Index.htm	https://www.fidal.it/risultati/2022/REG27220/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-23	REG27091	https://www.fidal.it/risultati/2022/REG27091/Index.htm	https://www.fidal.it/risultati/2022/REG27091/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-26	REG26920	https://www.fidal.it/risultati/2022/REG26920/Index.htm	https://www.fidal.it/risultati/2022/REG26920/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-29	REG27331	https://www.fidal.it/risultati/2022/REG27331/Index.htm	https://www.fidal.it/risultati/2022/REG27331/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-29	REG27381	https://www.fidal.it/risultati/2022/REG27381/Index.htm	https://www.fidal.it/risultati/2022/REG27381/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-29	REG27385	https://www.fidal.it/risultati/2022/REG27385/Index.htm	https://www.fidal.it/risultati/2022/REG27385/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-29	REG27255	https://www.fidal.it/risultati/2022/REG27255/Index.htm	https://www.fidal.it/risultati/2022/REG27255/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-29	REG27019	https://www.fidal.it/risultati/2022/REG27019/Index.htm	https://www.fidal.it/risultati/2022/REG27019/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-29	REG27117				Gara non esistente	2024-02-09
2022-01-29	REG26930	https://www.fidal.it/risultati/2022/REG26930/Index.htm	https://www.fidal.it/risultati/2022/REG26930/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-30	REG27092	https://www.fidal.it/risultati/2022/REG27092/Index.htm	https://www.fidal.it/risultati/2022/REG27092/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2022-01-30	REG27141	https://www.fidal.it/risultati/2022/REG27141/Index.htm	https://www.fidal.it/risultati/2022/REG27141/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-30	REG26919	https://www.fidal.it/risultati/2022/REG26919/Index.htm	https://www.fidal.it/risultati/2022/REG26919/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-30	REG26973	https://www.fidal.it/risultati/2022/REG26973/Index.htm	https://www.fidal.it/risultati/2022/REG26973/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-30	REG27393	https://www.fidal.it/risultati/2022/REG27393/Index.htm	https://www.fidal.it/risultati/2022/REG27393/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-30	REG27021	https://www.fidal.it/risultati/2022/REG27021/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-30	REG27067	https://www.fidal.it/risultati/2022/REG27067/Index.htm	https://www.fidal.it/risultati/2022/REG27067/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-30	REG27257	https://www.fidal.it/risultati/2022/REG27257/Index.htm	https://www.fidal.it/risultati/2022/REG27257/Index.htm	Vecchissimo	ok	2024-02-09
2022-01-30	REG26932	https://www.fidal.it/risultati/2022/REG26932/Index.htm	https://www.fidal.it/risultati/2022/REG26932/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-30	REG27382	https://www.fidal.it/risultati/2022/REG27382/Index.htm	https://www.fidal.it/risultati/2022/REG27382/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-30	REG27384	https://www.fidal.it/risultati/2022/REG27384/Index.htm	https://www.fidal.it/risultati/2022/REG27384/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2022-01-30	REG26936	https://www.fidal.it/risultati/2022/REG26936/Index.htm	https://www.fidal.it/risultati/2022/REG26936/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-02-09
2022-01-30	REG27023	https://www.fidal.it/risultati/2022/REG27023/Index.htm	https://www.fidal.it/risultati/2022/REG27023/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-01-30	REG27020	https://www.fidal.it/risultati/2022/REG27020/Index.htm	Non ancora disponibili	Vecchio	Risultati non ancora disponibili	2024-02-09
2022-01-30	REG27383	https://www.fidal.it/risultati/2022/REG27383/Index.htm	https://www.fidal.it/risultati/2022/REG27383/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-02-02	COD9584	https://www.fidal.it/risultati/2022/COD9584/Index.htm	https://www.fidal.it/risultati/2022/COD9584/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2022-02-05	REG27095	https://www.fidal.it/risultati/2022/REG27095/Index.htm	https://www.fidal.it/risultati/2022/REG27095/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
