Prest.,Atleta,Anno,Società,Città,Data
5495,NONINO Alberto,04,ATLETICA MALIGNANI LIBERTAS UD,Padova,11/03/2023
5489,DESTER Dario,00,CREMONA SPORTIVA ATL. ARVEDI,Padova,27/01/2019
5484,FASSINA Simone,96,TEAM-A LOMBARDIA,Padova,24/01/2015
5380,BELLANOVA Emanuele francesco,04,ATLETICA VERCELLI 78,Padova,11/03/2023
5378,SION Alessandro,02,SAFATLETICA PIEMONTE ASD,Padova,07/03/2021
5360,NONINO Alberto,04,ATLETICA MALIGNANI LIBERTAS UD,Padova,13/03/2022
5321,NAIDON Lorenzo,99,U.S. QUERCIA TRENTINGRANA,Padova,13/01/2018
5318,DEMO Stefano,04,ATLETICA CANAVESANA,Padova,11/03/2023
5301,CHIUSOLO Matteo,98,SPORTRACE,Padova,28/01/2017
5299,FASSINA Simone,96,TEAM-A LOMBARDIA,Padova,10/01/2015
5247,NAIDON Lorenzo,99,U.S. QUERCIA TRENTINGRANA,Padova,28/01/2018
5239,MIGLIETTA Riccardo,99,ATL.VICENTINA,Padova,28/01/2018
5208,MELLANO Lorenzo,04,A.S.D. ATL. FOSSANO '75,Ancona,14/01/2023
5195,ZANATTA Jacopo,96,TREVISATLETICA,Padova,24/01/2015
5184,LEONE Marco,98,ATL. LECCO-COLOMBO COSTRUZ.,Padova,28/01/2017
5159,VIGLIOTTI Vincenzo,94,ATL. STUDENTESCA CA.RI.RI,Ancona,27/01/2013
5158,GENTILI Lorenzo,98,CENTRO ATLETICA PIOMBINO,Padova,28/01/2017
5154,FASSINA Simone,96,TEAM-A LOMBARDIA,Padova,26/01/2014
5140,DEMO Stefano,04,ATLETICA CANAVESANA,Padova,13/03/2022
5132,COMBI Stefano,90,GINN.MONZESE FORTI E LIBERI,Ancona,01/02/2009
5108,ARRIUS Alessandro,01,ATL. O.S.A. SARONNO LIB.,Padova,01/02/2020
5105,MENGHI NDIAYE Yoro,02,A.S. LA FRATELLANZA 1874,Padova,01/02/2020
5087,MELLANO Lorenzo,04,A.S.D. ATL. FOSSANO '75,Padova,11/03/2023
5079,KHALIFI Elamjad,91,A.S. LA FRATELLANZA 1874,Ancona,31/01/2010
5070,COMBI Stefano,90,GINN.MONZESE FORTI E LIBERI,Ancona,17/01/2009
5059,PEZZOLATO Lorenzo,02,G.S. FIAMME ORO PADOVA,Padova,12/01/2020
5039,DESTER Dario,00,CREMONA SPORTIVA ATL. ARVEDI,Padova,28/01/2018
5036,BOVO Federico,03,ASD ATLETICA BIOTEKNA,Padova,13/03/2022
5030,OTTAVIANI Leonardo,91,ATL. AVIS MACERATA,Ancona,31/01/2010
5024,CHIUSOLO Matteo,98,SPORTRACE,Ancona,08/01/2017
4983,ZANATTA Jacopo,96,TREVISATLETICA,Padova,10/01/2015
4980,CERRATO Andrea,99,A.S.D. ATL. FOSSANO '75,Padova,28/01/2018
4978,CONTOTTO Niccolo',01,TEAM-A LOMBARDIA,Padova,01/02/2020
4976,BAGNOLI Leonardo,91,PROSPORT ATL. FIRENZE,Ancona,31/01/2010
4964,SION Alessandro,02,S.A.F.ATLETICA PIEMONTE A.S.D.,Padova,01/02/2020
4958,MIGLIETTA Riccardo,99,ATL.VICENTINA,Padova,13/01/2018
4958,MELLANO Lorenzo,04,A.S.D. ATL. FOSSANO '75,Padova,12/02/2022
4949,VICERE' Vincenzo,04,LIBERTAS AMATORI ATLETICA LEGG,Padova,11/03/2023
4943,DELL'ACQUA Luca,95,N.ATL. FANFULLA LODIGIANA,Padova,11/01/2014
