Prest.,Atleta,Anno,Società,Città,Data
5.82,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Lievin,15/02/2023
5.80,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Clermont Ferrand,24/02/2019
5.78,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Stettino,12/02/2019
5.75,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Istanbul,04/03/2023
5.73,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Bordeaux,19/01/2020
5.72,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Orleans,11/01/2020
5.72,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Torun,08/02/2023
5.70,GIBILISCO Giuseppe,79,ASD BRUNI PUBBL. ATL. VOMANO,Dessau,20/02/2010
5.70,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Nevers,19/01/2019
5.70,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Glasgow,01/03/2019
5.70,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Lodz,04/02/2023
5.70,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Istanbul,05/03/2023
5.65,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Lodz,04/02/2019
5.65,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Glasgow,02/03/2019
5.65,OBIENA Ernest john,95,SSD FORMIA ATL. LEGGERA A R.L.,Padova,21/01/2023
5.60,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Stoccarda,04/02/2006
5.60,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Ancona,25/02/2012
5.60,BONI Marco,84,C.S. AERONAUTICA MILITARE,Fermo,04/03/2012
5.60,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Gateshead,23/06/2013
5.60,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Karlsruhe,31/01/2020
5.55,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2011
5.55,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Pardubice,05/02/2013
5.55,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Padova,27/01/2018
5.55,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Madrid,08/02/2018
5.55,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Ancona,17/02/2018
5.55,SINNO Alessandro,94,C.S. AERONAUTICA MILITARE,Ancona,20/01/2019
5.55,MANDUSIC Max,98,G.A. FIAMME GIALLE,Ancona,31/01/2021
5.55,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Sabadell,28/01/2023
5.53,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Potsdam,16/02/2013
5.52,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Lievin,14/02/2012
5.52,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Potsdam,18/02/2012
5.52,MANDUSIC Max,98,G.A. FIAMME GIALLE,Ancona,20/02/2021
5.52,OLIVERI Matteo,02,A.S. ATLETICA VIRTUS LUCCA,Ancona,05/02/2023
5.51,BERTELLI Simone,04,SAFATLETICA PIEMONTE ASD,Ancona,04/02/2023
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Sempeter,04/02/2007
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Ancona,17/02/2007
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Torino,21/02/2009
5.50,GIBILISCO Giuseppe,79,ASD BRUNI PUBBL. ATL. VOMANO,Torino,21/02/2009
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Atene,14/03/2009
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Firenze,03/02/2010
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Fermo,20/02/2010
5.50,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Ancona,19/02/2011
5.50,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Birmingham,19/02/2011
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Modena,22/01/2012
5.50,RUBBIANI Matteo,78,C.S. AERONAUTICA MILITARE,Ancona,25/02/2012
5.50,BONI Marco,84,C.S. AERONAUTICA MILITARE,Ancona,25/02/2012
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Ancona,16/02/2013
5.50,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Goteborg,02/03/2013
5.50,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Parigi,27/01/2019
5.50,MANDUSIC Max,98,TRIESTE ATLETICA,Ancona,02/02/2020
5.48,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Potsdam,20/01/2018
5.46,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Stettino,11/02/2018
5.45,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Karlsruhe,11/02/2007
5.45,GIBILISCO Giuseppe,79,ASD BRUNI PUBBL. ATL. VOMANO,Doha,12/03/2010
5.45,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Metz,29/02/2012
5.45,BONI Marco,84,C.S. AERONAUTICA MILITARE,Ancona,16/02/2013
5.45,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Padova,25/01/2014
5.45,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Dusseldorf,30/01/2014
5.45,SINNO Alessandro,94,C.S. AERONAUTICA MILITARE,Ancona,07/02/2016
5.45,CAPELLO Matteo cristoforo,97,S.A.F.ATLETICA PIEMONTE A.S.D.,Ancona,17/02/2018
5.45,MANDUSIC Max,98,TRIESTE ATLETICA,Ancona,23/02/2020
5.43,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Bad Oeynhausen,03/03/2012
5.43,OLIVERI Matteo,02,A.S. ATLETICA VIRTUS LUCCA,Ancona,19/02/2023
5.42,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Vienna,29/01/2008
5.42,STECCHI Claudio michel,91,G.A. FIAMME GIALLE,Mondeville,04/02/2012
5.42,GIBILISCO Giuseppe,79,G.A. FIAMME GIALLE,Mondeville,04/02/2012
5.41,GIBILISCO Giuseppe,79,ASD BRUNI PUBBL. ATL. VOMANO,Karlsruhe,31/01/2010
5.40,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Sempeter,13/01/2007
5.40,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Modena,28/01/2007
5.40,RUBBIANI Matteo,78,C.S. AERONAUTICA MILITARE,Modena,28/01/2007
5.40,RUBBIANI Matteo,78,C.S. AERONAUTICA MILITARE,Ancona,17/02/2007
5.40,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Udine,20/01/2008
5.40,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Mosca,16/02/2008
5.40,PIANTELLA Giorgio,81,C.S. CARABINIERI SEZ. ATLETICA,Fermo,07/02/2009
