Prest.,Atleta,Anno,Società,Città,Data
1:25.79,"DESALU PM,TRICCA PM,MARANI SM,GALVAN SM",,G.A. FIAMME GIALLE,Ancona,23/02/2014
1:26.39,"TORTU SM,GALBIERI SM,TANZILLI PM,CATTANEO SM",,ATL. RICCARDI MILANO 1946,Ancona,06/03/2016
1:26.40,"DESALU PM,TRICCA PM,MARANI SM,GALVAN SM",,G.A. FIAMME GIALLE,Padova,22/02/2015
1:26.65,"TORTU PM,GALBIERI PM,CATTANEO PM,TORTU AM",,ATL. RICCARDI MILANO,Padova,22/02/2015
1:26.96,"BERDINI,MINETTO,MANENTI,MORAGLIO",,C.S. AERONAUTICA MILITARE,Ancona,28/02/2010
1:27.03,"RE SM,LORENZI SM,TRICCA SM,MARANI SM",,G.A. FIAMME GIALLE,Ancona,18/02/2018
1:27.10,"MONTI,RAO,BELLOTTO,DENTALI",,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2005
1:27.13,"VALENTINI PM,TRICCA PM,PATANO PM,LORENZI PM",,G.A. FIAMME GIALLE,Ancona,17/02/2013
1:27.14,"SQUILLACE SM,TORTU PM,VALENTINI SM,TORTU AM",,ATL. RICCARDI MILANO,Ancona,23/02/2014
1:27.18,"MARSADRI,TEGLIELLI,MORAGLIO,GIORGI",,C.S. AERONAUTICA MILITARE,Ancona,19/02/2005
1:27.25,"MARANI,TOMASICCHIO,PISTONO,LEONE",,ATL. RICCARDI MILANO,Torino,22/02/2009
1:27.34,"TORTU PM,CATTANEO PM,RODELLA PM,GALBIERI PM",,ATL. RICCARDI MILANO,Ancona,08/02/2015
1:27.35,"IPPOLITO PM,DI FRANCO PM,RICCARDI SM,FERRARO SM",,ASD ENTERPRISE SPORT & SERVICE,Padova,22/02/2015
1:27.50,"HOWE,MINETTO,MORAGLIO,CEGLIE",,C.S. AERONAUTICA MILITARE,Ancona,18/02/2007
1:27.53,"TENDI,PIROVANO,BRACCIALI,DELL'AQUILA",,G.S. FIAMME ORO PADOVA,Ancona,19/02/2005
1:27.57,"SIBILIO JM,CATTANEO SM,MACH DI PALMSTEIN SM,ROMANI JM",,ATL. RICCARDI MILANO 1946,Ancona,18/02/2018
1:27.61,"BERDINI SM,MOSCATELLI SM,MANENTI PM,TORRIERI SM",,C.S. AERONAUTICA MILITARE,Ancona,20/02/2011
1:27.67,"SQUILLACE SM,GALBIERI PM,PISTONO SM,TORTU PM",,ATL. RICCARDI MILANO,Ancona,17/02/2013
1:27.69,"TARDITO SM,IACHINI SM,ROSSI SM,MANFREDI PM",,ACSI CAMPIDOGLIO PALATINO,Ancona,18/02/2018
1:27.78,"LORENZI SM,TRICCA SM,RE SM,MARANI SM",,G.A. FIAMME GIALLE,Ancona,19/02/2017
1:27.79,"MARSADRI,LANCINI,ZUODAR,PISTONO",,ATL.  CENTO TORRI PAVIA,Genova,24/02/2008
1:27.80,"GUIDOLIN Davide PM,FRIVOLI Lorenzo PM,MARANGON Pietro PM,BERTOLDO Michele P",,ATL.VICENTINA,Ancona,05/02/2023
1:27.81,"SALVUCCI,CUNEO,RAO,MARIN",,C.S. CARABINIERI SEZ. ATLETICA,Ancona,18/02/2007
1:27.82,"TORTU SM,CATTANEO SM,DI NUNNO JM,SIBILIO JM",,ATL. RICCARDI MILANO 1946,Ancona,19/02/2017
1:27.89,"FUCCILLO,PINTADU,FANTONI KABA,DONATI",,G.A. FIAMME GIALLE,Ancona,19/02/2005
1:27.99,"BERDINI,SCALPELLI,NARDI,REINA",,ATL. AVIS MACERATA,Ancona,19/02/2006
1:28.01,"BERDINI,REINA,NARDI,SCALPELLI",,ATL. AVIS MACERATA,Ancona,18/02/2007
1:28.02,"GALLETTI,MARIN,FILISETTI,CUNEO",,C.S. CARABINIERI SEZ. ATLETICA,Genova,24/02/2008
1:28.03,"LA NAIA,DENTALI,SARACENI,CERUTTI",,ATL. RICCARDI MILANO,Ancona,18/02/2007
1:28.04,"MARANI PM,BASCIANI PM,PATANO PM,ROSICHINI PM",,G.A. FIAMME GIALLE,Ancona,26/02/2012
1:28.09,"MARANGON,MINETTO,MOSCATELLI,MORAGLIO",,C.S. AERONAUTICA MILITARE,Genova,24/02/2008
1:28.12,"VALLET,BRACCIALI,CITTERIO,DELL'AQUILA",,G.S. FIAMME ORO PADOVA,Ancona,18/02/2007
1:28.20,"MONTI,BELLOTTO,CUNEO,RAO",,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2006
1:28.21,"PEDRELLI PM,PICCOLO SM,PETTOROSSI JM,GIANANTONI PM",,S.E.F. VIRTUS EMILSIDER BO,Ancona,06/03/2016
1:28.23,"NARDI,SCALPELLI,SAVI,REINA",,ATL. AVIS MACERATA,Ancona,19/02/2005
1:28.30,"MARTINO JM,NOBILI JM,CAPUANO JM,VIGLIOTTI JM",,ATL. STUDENTESCA CA.RI.RI,Ancona,24/02/2013
1:28.39,"PAPETTI JM,FEDERICI JM,RIGALI PM,PIVOTTO PM",,BRIXIA ATLETICA 2014 A.S.D.,Ancona,06/03/2016
1:28.40,"MOSCATELLI,MORAGLIO,MINETTO,TORRIERI",,C.S. AERONAUTICA MILITARE,Ancona,19/02/2006
1:28.41,"LA NAIA,AGRILLO,CHIAPPERINI,SARACENI",,ATL. RICCARDI MILANO,Ancona,19/02/2005
1:28.57,"ABE PM,BATTILANA PM,PALLADINI PM,TONNA PM",,C.U.S. PARMA,Ancona,09/02/2020
1:28.58,"COSTA,BRACCIALI,TENDI,DELL'AQUILA",,G.S. FIAMME ORO PADOVA,Genova,24/02/2008
1:28.59,"DE LEO,FLORIS,FORNARA,SQUILLACE",,C. U. S. TORINO,Genova,24/02/2008
1:28.66,"DI FRANCO PM,RICCARDI PM,MILAZZO PM,VEROLI PM",,ASD ENTERPRISE SPORT & SERVICE,Ancona,23/02/2014
1:28.67,"LAI SM,DON PM,GALBIATI JM,BAPOU JM",,ATL.  CENTO TORRI PAVIA,Ancona,19/02/2017
1:28.68,"ALBANO PM,VALENTINI PM,BUFALINO PM,VALENTINI PM",,ATL. STUDENTESCA CA.RI.RI,Ancona,26/02/2012
1:28.69,"ALBANESE PM,ANDRIYIV PM,MARSEGLIA JM,BIZZONI PM",,ATL.STUD. RIETI ANDREA MILARDI,Ancona,19/02/2017
1:28.73,"CERIANI SM,SEVERI SM,LO VERME SM,BLESIO SM",,CUS PRO PATRIA MILANO,Ancona,18/02/2018
1:28.82,"DI NUNNO PM,CERRATO PM,ZANANDREIS PM,ROMANI PM",,ATL. RICCARDI MILANO 1946,Ancona,09/02/2020
1:28.83,"SQUILLACE SM,DENTALI SM,BUTTAFUOCO SM,PISTONO SM",,ATL. RICCARDI MILANO,Ancona,26/02/2012
1:28.84,"PETTOROSSI PM,MARCHETTI PM,BIGNAMI PM,XILO PM",,S.E.F. VIRTUS EMILSIDER BO,Ancona,03/02/2019
1:28.86,"BERDINI,SCALPELLI,NARDI,REINA",,ATL. AVIS MACERATA,Torino,22/02/2009
1:28.89,"MARSADRI,BERTOLONE,GALLINA,ZUODAR",,ATL.  CENTO TORRI PAVIA,Torino,22/02/2009
1:28.92,"TENDI,BRACCIALI,DELL'AQUILA,COSTA",,G.S. FIAMME ORO PADOVA,Torino,22/02/2009
1:28.94,"LOMUSCIO,SCARAMUCCIA,DI LIETO,CUNDO'",,C.U.S. GENOVA,Ancona,19/02/2005
1:28.95,"VINCI SM,ROSSI PM,MANFREDI PM,TARDITO PM",,ACSI CAMPIDOGLIO PALATINO,Ancona,06/03/2016
1:28.95,"NDONGALA Mattia jason JM,MARTINELLI Vincenzo JM,BENENTE Mattia JM,MENCHINI",,SISPORT SSD,Ancona,06/02/2022
1:28.98,"GAROFOLI Federico JM,FRANCHINI Andrea JM,MORI Gabriele JM,BONINTI Tommaso J",,ATLETICA LIVORNO,Ancona,06/02/2022
1:29.01,"BARONE,MORIZIO,FEDELE,MATTEI",,ATLETICA FIRENZE MARATHON S.S.,Ancona,28/02/2010
1:29.02,"MARTINO JM,NOBILI JM,CAPUANO JM,VIGLIOTTI JM",,ATL. STUDENTESCA CA.RI.RI,Ancona,17/02/2013
1:29.10,"BRUSCHI PM,MORIZIO SM,COSTANTI SM,RAMALLI SM",,ATLETICA FIRENZE MARATHON S.S.,Ancona,17/02/2013
1:29.10,"AFRIFA OWUSU PM,TAVIANI PM,SCANTAMBURLO PM,PIEROTTI PM",,ATL. VIRTUS  CR LUCCA,Ancona,04/02/2018
1:29.11,"ANTONIETTI Mattia JM,CAPPELLETTI Filippo JM,LANGIULLI Paolo JM,TRENTO Emanu",,ATL. O.S.A. SARONNO LIB.,Ancona,06/02/2022
1:29.13,"BIANCHI SM,NICCOLI SM,ORSI PM,JACOBS JM",,ATL. VIRTUS  CR LUCCA,Ancona,17/02/2013
1:29.13,"PERRA Emanuele JM,INZOLI Francesco ettore JM,CAGLIERO Matteo luca JM,ARNABO",,ATL. RICCARDI MILANO 1946,Ancona,05/02/2023
1:29.22,"SIBILIO JM,DI NUNNO JM,MOLINARI NWAGWU JM,ROMANI JM",,ATL. RICCARDI MILANO 1946,Ancona,04/02/2018
1:29.23,"BAZZANO PM,DELFINO PM,RAMON PM,BORETTI PM",,A.S.D.  C.U.S. GENOVA,Ancona,17/02/2013
1:29.24,"QUARSHIE Stefano twumasi PM,FRIVOLI Lorenzo PM,BERTOLDO Michele PM,AVITABIL",,ATL.VICENTINA,Ancona,06/02/2022
1:29.26,"LOMUSCIO SM,FALZONI SM,BONGIOVANNI PM,DELFINO SM",,A.S.D.  C.U.S. GENOVA,Ancona,06/03/2016
1:29.27,"COLASANTI PM,ALBANO PM,VALENTINI PM,VALENTINI PM",,ATL. STUDENTESCA CA.RI.RI,Ancona,13/02/2011
1:29.27,"PANZA SM,CHENDI SM,PANZA SM,FARRONI PM",,A.S. ATHLETICS PROMOTION AQ,Ancona,23/02/2014
