Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG30532,Nuovo,,60m,60m DONNE,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara101.html
REG30532,Nuovo,,800m,800m DONNE,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara108.html
REG30532,Nuovo,,60m,60m UOMINI,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara201.html
REG30532,Nuovo,,800m,800m UOMINI,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara208.html
REG30532,Nuovo,,Salto con l'asta,Asta DONNE,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara127.html
REG30532,Nuovo,,Salto in lungo,Lungo DONNE,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara128.html
REG30532,Nuovo,,Peso Master,Peso MASTER DONNE,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara131.html
REG30532,Nuovo,,Peso 5.000Kg,Peso kg 5 ALLIEVI,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara229.html
REG30532,Nuovo,,Peso 6.000Kg,Peso kg 6 JUNIOR UOMINI,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara230.html
REG30532,Nuovo,,Peso 7.260Kg,Peso kg 7.260 UOMINI,https://www.fidal.it/risultati/2023/REG30532/Risultati/Gara231.html
REG30270,Nuovo,,3000m,3000 metri ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara013.html
REG30270,Nuovo,,60 Hs h106,60 Hs H 106 ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara020.html
REG30270,Nuovo,,60 Hs h100,60 Hs H 100 JUNIORES UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara021.html
REG30270,Nuovo,,60 Hs h91,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara022.html
REG30270,Nuovo,,3000m,3000 metri ASSOLUTI DONNE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara113.html
REG30270,Nuovo,,60 Hs h84,60 Hs H 84-8.50 ASSOLUTI DONNE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara120.html
REG30270,Nuovo,,60 Hs h76,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara121.html
REG30270,Nuovo,,Salto in alto,Salto triplo ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara029.html
REG30270,Nuovo,,Salto in alto,Salto triplo ALLIEVI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara030.html
REG30270,Nuovo,,Salto in alto,Salto in alto ASSOLUTI DONNE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara126.html
REG30270,Nuovo,,Salto in lungo,Salto in lungo ASSOLUTI DONNE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara128.html
REG30270,Nuovo,,Salto in lungo,Salto in lungo ALLIEVE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara129.html
REG30270,Nuovo,,Peso 7.260Kg,Peso kg 7.260 ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara031.html
REG30270,Nuovo,,Peso 6.000Kg,Peso kg 6 JUNIORES UOMINI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara032.html
REG30270,Nuovo,,Peso 5.000Kg,Peso kg 5 ALLIEVI,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara033.html
REG30270,Nuovo,,Peso 4.000Kg,Peso kg 4 ASSOLUTI DONNE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara131.html
REG30270,Nuovo,,Peso 3.000Kg,Peso kg 3 ALLIEVE,https://www.fidal.it/risultati/2023/REG30270/Risultati/Gara132.html
REG30595,Nuovo,,60m,60m MASTER DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara101.html
REG30595,Nuovo,,200m,200m DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara104.html
REG30595,Nuovo,,1500m,1500m DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara111.html
REG30595,Nuovo,,60 Hs h76,60Hs H 76 ALLIEVE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara119.html
REG30595,Nuovo,,60 Hs h84,60Hs H 84 DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara120.html
REG30595,Nuovo,,Marcia 3000m,Marcia 3000m DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara143.html
REG30595,Nuovo,,60m,60m MASTER UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara201.html
REG30595,Nuovo,,200m,200m UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara204.html
REG30595,Nuovo,,1500m,1500m UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara211.html
REG30595,Nuovo,,60 Hs h91,60Hs H 91 ALLIEVI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara218.html
REG30595,Nuovo,,60 Hs h100,60Hs H100 JUNIOR UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara219.html
REG30595,Nuovo,,60 Hs h106,60Hs H106 UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara220.html
REG30595,Nuovo,,Marcia 5000m,Marcia 5000m UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara245.html
REG30595,Nuovo,,Salto in alto,Alto DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara126.html
REG30595,Nuovo,,Salto in lungo,Lungo ALLIEVE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara128.html
REG30595,Nuovo,,Salto in alto,Alto UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara226.html
REG30595,Nuovo,,Salto con l'asta,Asta UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara227.html
REG30595,Nuovo,,Salto in lungo,Lungo UOMINI,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara228.html
REG30595,Nuovo,,Peso 3.000Kg,Peso kg 3 ALLIEVE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara130.html
REG30595,Nuovo,,Peso 4.000Kg,Peso kg 4 DONNE,https://www.fidal.it/risultati/2023/REG30595/Risultati/Gara131.html
REG30273,Nuovo,,60m,60 metri ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30273/Risultati/Gara001.html
REG30273,Nuovo,,400m,400 metri ASSOLUTI UOMINI,https://www.fidal.it/risultati/2023/REG30273/Risultati/Gara006.html
