Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2019-01-05	REG19361	https://www.fidal.it/risultati/2019/REG19361/Index.htm	https://www.fidal.it/risultati/2019/REG19361/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2019-01-05	REG19242	https://www.fidal.it/risultati/2019/REG19242/Index.htm	https://www.fidal.it/risultati/2019/REG19242/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-06	REG19243	https://www.fidal.it/risultati/2019/REG19243/Index.htm	https://www.fidal.it/risultati/2019/REG19243/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-06	REG19244	https://www.fidal.it/risultati/2019/REG19244/Index.htm	https://www.fidal.it/risultati/2019/REG19244/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-06	REG19206	https://www.fidal.it/risultati/2019/REG19206/Index.htm	https://www.fidal.it/risultati/2019/REG19206/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-12	REG19493	https://www.fidal.it/risultati/2019/REG19493/Index.htm	https://www.fidal.it/risultati/2019/REG19493/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-12	REG19280	https://www.fidal.it/risultati/2019/REG19280/Index.htm	https://www.fidal.it/risultati/2019/REG19280/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-12	REG19207	https://www.fidal.it/risultati/2019/REG19207/Index.htm	https://www.fidal.it/risultati/2019/REG19207/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-12	REG19245	https://www.fidal.it/risultati/2019/REG19245/Index.htm	https://www.fidal.it/risultati/2019/REG19245/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-13	REG19477	https://www.fidal.it/risultati/2019/REG19477/Index.htm	https://www.fidal.it/risultati/2019/REG19477/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2019-01-13	REG19246	https://www.fidal.it/risultati/2019/REG19246/Index.htm	https://www.fidal.it/risultati/2019/REG19246/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-13	REG19175	https://www.fidal.it/risultati/2019/REG19175/Index.htm	https://www.fidal.it/risultati/2019/REG19175/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-13	COD7793	https://www.fidal.it/risultati/2019/COD7793/Index.htm	https://www.fidal.it/risultati/2019/COD7793/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19211	https://www.fidal.it/risultati/2019/REG19211/Index.htm	https://www.fidal.it/risultati/2019/REG19211/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19434	https://www.fidal.it/risultati/2019/REG19434/Index.htm	https://www.fidal.it/risultati/2019/REG19434/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19363	https://www.fidal.it/risultati/2019/REG19363/Index.htm	https://www.fidal.it/risultati/2019/REG19363/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19223	https://www.fidal.it/risultati/2019/REG19223/Index.htm	https://www.fidal.it/risultati/2019/REG19223/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19247	https://www.fidal.it/risultati/2019/REG19247/Index.htm	https://www.fidal.it/risultati/2019/REG19247/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2019-01-13	REG19208	https://www.fidal.it/risultati/2019/REG19208/Index.htm	https://www.fidal.it/risultati/2019/REG19208/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-13	REG19476	https://www.fidal.it/risultati/2019/REG19476/Index.htm	https://www.fidal.it/risultati/2019/REG19476/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-13	REG19282	https://www.fidal.it/risultati/2019/REG19282/Index.htm	https://www.fidal.it/risultati/2019/REG19282/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2019-01-19	REG19420	https://www.fidal.it/risultati/2019/REG19420/Index.htm	https://www.fidal.it/risultati/2019/REG19420/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-19	REG19212	https://www.fidal.it/risultati/2019/REG19212/Index.htm	https://www.fidal.it/risultati/2019/REG19212/Index.htm	Vecchissimo	ok	2024-02-09
2019-01-19	REG19289	https://www.fidal.it/risultati/2019/REG19289/Index.htm	https://www.fidal.it/risultati/2019/REG19289/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
