Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
1h42:53,,ZABOT Gigliola,73,ANA ATL.FELTRE,26 su- 1,Feltre,30/03/2014
2h05:00,,FACHIN Mariasilvia,67,ANA ATL.FELTRE,557 su- 1,Jesolo,23/05/2015
1h40:01,,TONIN Francesca,94,ANA ATL.FELTRE,51 su- 1,Jesolo,27/05/2017
1h58:32,,FAJETI Fausta,61,ANA ATL.FELTRE,891 su- 1,Roma,12/03/2017
1h39:29,,MACCAGNAN Rossella susanna,86,ANA ATL.FELTRE,5 su- 1,Borgo Valbelluna,19/09/2021
