Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2016-01-07	REG9880	https://www.fidal.it/risultati/2016/REG9880/Index.htm	https://www.fidal.it/risultati/2016/REG9880/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-09	REG9874	https://www.fidal.it/risultati/2016/REG9874/Index.htm	https://www.fidal.it/risultati/2016/REG9874/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2016-01-10	REG10007	https://www.fidal.it/risultati/2016/REG10007/Index.htm	https://www.fidal.it/risultati/2016/REG10007/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-10	REG9919	https://www.fidal.it/risultati/2016/REG9919/Index.htm	https://www.fidal.it/risultati/2016/REG9919/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-10	REG9881	https://www.fidal.it/risultati/2016/REG9881/Index.htm	https://www.fidal.it/risultati/2016/REG9881/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2016-01-10	REG9781	https://www.fidal.it/risultati/2016/REG9781/Index.htm	https://www.fidal.it/risultati/2016/REG9781/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-10	REG9877	https://www.fidal.it/risultati/2016/REG9877/Index.htm	https://www.fidal.it/risultati/2016/REG9877/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2016-01-10	REG9876	https://www.fidal.it/risultati/2016/REG9876/Index.htm	https://www.fidal.it/risultati/2016/REG9876/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2016-01-10	REG9984	https://www.fidal.it/risultati/2016/REG9984/Index.htm	https://www.fidal.it/risultati/2016/REG9984/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-10	REG9805	https://www.fidal.it/risultati/2016/REG9805/Index.htm	https://www.fidal.it/risultati/2016/REG9805/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-16	REG9806	https://www.fidal.it/risultati/2016/REG9806/Index.htm	https://www.fidal.it/risultati/2016/REG9806/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-16	REG9884	https://www.fidal.it/risultati/2016/REG9884/Index.htm	https://www.fidal.it/risultati/2016/REG9884/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-12
2016-01-16	REG10112				Gara non esistente	2024-02-12
2016-01-16	REG9866	https://www.fidal.it/risultati/2016/REG9866/Index.htm	https://www.fidal.it/risultati/2016/REG9866/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-16	REG9953	https://www.fidal.it/risultati/2016/REG9953/Index.htm	https://www.fidal.it/risultati/2016/REG9953/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-16	REG9895	https://www.fidal.it/risultati/2016/REG9895/Index.htm	https://www.fidal.it/risultati/2016/REG9895/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-12
2016-01-16	REG9994	https://www.fidal.it/risultati/2016/REG9994/Index.htm	https://www.fidal.it/risultati/2016/REG9994/Index.htm	Vecchissimo	ok	2024-02-12
2016-01-17	REG10061	https://www.fidal.it/risultati/2016/REG10061/Index.htm	https://www.fidal.it/risultati/2016/REG10061/Index.htm	Vecchissimo	ok	2024-02-12
