Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG34144,Nuovo,,Salto in lungo,Salto in lungo Eso F5-8,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ16.html
REG34144,Nuovo,,Salto in lungo,Salto in lungo Eso M5-8-10,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ17.html
REG34144,Nuovo,,Salto in alto,Salto in alto Allievi + Allieve,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ21.html
REG34144,Nuovo,,Peso 7.260Kg,Peso kg 7.260 Adulti Uomini,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara030.html
REG34144,Nuovo,,Peso 7.260Kg,Peso kg 7.260 Master Uomini 35-45,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara031.html
REG34144,Nuovo,,Peso 6.000Kg,Peso kg 6 Master Uomini 50-55,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara032.html
REG34144,Nuovo,,Peso 5.000Kg,Peso kg 5 Master Uomini 60-65,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara033.html
REG34144,Nuovo,,Peso 4.000Kg,Peso kg 4 Master Uomini 70-75,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara034.html
REG34144,Nuovo,,Peso 4.000Kg,Peso kg 4 Adulti Donne,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara130.html
REG34144,Nuovo,,Peso 4.000Kg,Peso kg 4 Master Donne 35-45,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara131.html
REG34144,Nuovo,,Peso 3.000Kg,Peso kg 3 Master Donne 50-70,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara132.html
REG34144,Nuovo,,Peso 4.000Kg,Peso kg 4 Juniores Donne,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara331.html
REG34144,Nuovo,,Peso 5.000Kg,Peso kg 5 Allievi,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara431.html
REG34144,Nuovo,,Peso 3.000Kg,Peso kg 3 Allieve,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara531.html
REG34144,Nuovo,,Peso 4.000Kg,Peso kg 4 Cadetti,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara631.html
REG34144,Nuovo,,Peso 3.000Kg,Peso kg 3 Cadette,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara731.html
REG34144,Nuovo,non conosco la massa,Peso,Peso Allievi + Adulti Uomini,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ05.html
REG34144,Nuovo,non conosco la massa,Peso,Peso Allieve + Juniores + Adulte Donne,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ06.html
COD11701,Nuovo,,Salto con l'asta,PV Males Gr. 1,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara027.html
COD11701,Nuovo,,Salto con l'asta,PV Women Gr. 1,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara127.html
COD11701,Nuovo,,Salto con l'asta,PV Males Gr. 2,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara227.html
COD11701,Nuovo,,Salto con l'asta,PV TOP Males,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara427.html
COD11701,Nuovo,,Salto con l'asta,PV TOP Women,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara527.html
COD11701,Nuovo,,Salto con l'asta,PV M/W Gr. 1,https://www.fidal.it/risultati/2024/COD11701/Risultati/Gara991.html
COD11716,Nuovo,,60m,60m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara001.html
COD11716,Nuovo,,200m,200m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara004.html
COD11716,Nuovo,,400m,400m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara006.html
COD11716,Nuovo,,800m,800m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara008.html
COD11716,Nuovo,,1500m,1500m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara011.html
COD11716,Nuovo,,3000m,3000m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara013.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara043.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Adulti Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara060.html
COD11716,Nuovo,,60m,60m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara101.html
COD11716,Nuovo,,200m,200m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara104.html
COD11716,Nuovo,,400m,400m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara106.html
COD11716,Nuovo,,800m,800m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara108.html
COD11716,Nuovo,,1500m,1500m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara111.html
COD11716,Nuovo,,3000m,3000m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara113.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara143.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Adulti Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara160.html
COD11716,Nuovo,,60m,60m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara201.html
COD11716,Nuovo,,200m,200m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara204.html
COD11716,Nuovo,,400m,400m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara206.html
COD11716,Nuovo,,800m,800m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara208.html
COD11716,Nuovo,,1500m,1500m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara211.html
COD11716,Nuovo,,3000m,3000m Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara213.html
COD11716,Nuovo,,60m,60m Juniores Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara301.html
COD11716,Nuovo,,200m,200m Juniores Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara304.html
COD11716,Nuovo,,400m,400m Juniores Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara306.html
COD11716,Nuovo,,800m,800m Juniores Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara308.html
COD11716,Nuovo,,1500m,1500m Juniores Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara311.html
COD11716,Nuovo,,60m,60m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara401.html
COD11716,Nuovo,,200m,200m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara404.html
COD11716,Nuovo,,400m,400m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara406.html
COD11716,Nuovo,,800m,800m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara408.html
COD11716,Nuovo,,1500m,1500m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara411.html
COD11716,Nuovo,,3000m,3000m Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara413.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara460.html
COD11716,Nuovo,,60m,60m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara501.html
COD11716,Nuovo,,200m,200m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara504.html
COD11716,Nuovo,,400m,400m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara506.html
COD11716,Nuovo,,800m,800m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara508.html
COD11716,Nuovo,,1500m,1500m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara511.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara543.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara560.html
COD11716,Nuovo,,60m,60m Cadetti,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara601.html
COD11716,Nuovo,,300m,300m Cadetti,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara605.html
COD11716,Nuovo,,600m,600m Cadetti,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara607.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Cadetti,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara643.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Cadetti,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara660.html
COD11716,Nuovo,,60m,60m Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara701.html
COD11716,Nuovo,,300m,300m Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara705.html
COD11716,Nuovo,,600m,600m Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara707.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara743.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara760.html
COD11716,Nuovo,,60m,60m Ragazzi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara801.html
COD11716,Nuovo,,600m,600m Ragazzi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara807.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Ragazzi,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara860.html
COD11716,Nuovo,,60m,60m Ragazze,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara901.html
COD11716,Nuovo,,600m,600m Ragazze,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara907.html
COD11716,Nuovo,,Marcia 2000m,Marcia 2000m Ragazze,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara942.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Ragazze,https://www.fidal.it/risultati/2024/COD11716/Risultati/Gara960.html
COD11716,Nuovo,,60m,60m Eso M10,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE01.html
COD11716,Nuovo,,200m,200m Eso M10,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE02.html
COD11716,Nuovo,,60m,60m Eso F10,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE11.html
COD11716,Nuovo,,200m,200m Eso F10,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE12.html
COD11716,Nuovo,,60m,60m Eso M8,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE21.html
COD11716,Nuovo,,200m,200m Eso M8,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE22.html
COD11716,Nuovo,,60m,60m Eso F8,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE31.html
COD11716,Nuovo,,200m,200m Eso F8,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE32.html
COD11716,Nuovo,,60m,60m Eso M5,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE41.html
COD11716,Nuovo,,200m,200m Eso M5,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE42.html
COD11716,Nuovo,,60m,60m Eso F5,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE51.html
COD11716,Nuovo,,200m,200m Eso F5,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraE52.html
COD11716,Nuovo,,1500m,1500m Adulti Donne + Juniores Donne + Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ03.html
COD11716,Nuovo,,1500m,1500m Juniores Uomini + Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ04.html
COD11716,Nuovo,,800m,800m Juniores Uomini + Allievi,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ08.html
COD11716,Nuovo,,800m,800m Adulti Donne + Juniores Donne + Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ09.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Adulti + Juniores +Allievi Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ10.html
COD11716,Nuovo,,4x200m,Staffetta 4x200 Adulti + Juniores +Allievi Donne,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ11.html
COD11716,Nuovo,,3000m,3000m Adulti Uomini + Juniores Uomini,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ13.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3000m Cadetti + Cadette,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ14.html
COD11716,Nuovo,,Marcia 3000m,Marcia 3 Km Adulti Uomini + Adulti Donne + Allieve,https://www.fidal.it/risultati/2024/COD11716/Risultati/GaraZ15.html
