Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2021-01-10	REG24592				Gara non esistente	2024-02-09
2021-01-16	REG24643	https://www.fidal.it/risultati/2021/REG24643/Index.htm	https://www.fidal.it/risultati/2021/REG24643/Index.htm	Vecchissimo	ok	2024-02-09
2021-01-16	REG24625	https://www.fidal.it/risultati/2021/REG24625/Index.htm	https://www.fidal.it/risultati/2021/REG24625/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2021-01-16	REG24642	https://www.fidal.it/risultati/2021/REG24642/Index.htm	https://www.fidal.it/risultati/2021/REG24642/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2021-01-16	REG24595	https://www.fidal.it/risultati/2021/REG24595/Index.htm	https://www.fidal.it/risultati/2021/REG24595/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2021-01-17	REG24615	https://www.fidal.it/risultati/2021/REG24615/Index.htm	https://www.fidal.it/risultati/2021/REG24615/Index.htm	Vecchissimo	ok	2024-02-09
2021-01-17	REG24627	https://www.fidal.it/risultati/2021/REG24627/Index.htm	https://www.fidal.it/risultati/2021/REG24627/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2021-01-17	REG24596	https://www.fidal.it/risultati/2021/REG24596/Index.htm	https://www.fidal.it/risultati/2021/REG24596/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2021-01-17	REG24626	https://www.fidal.it/risultati/2021/REG24626/Index.htm	https://www.fidal.it/risultati/2021/REG24626/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-02-09
2021-01-17	REG24728				Gara non esistente	2024-02-09
2021-01-17	REG24584				Gara non esistente	2024-02-09
2021-01-17	REG24612	https://www.fidal.it/risultati/2021/REG24612/Index.htm	https://www.fidal.it/risultati/2021/REG24612/Index.htm	Vecchissimo	ok	2024-02-09
2021-01-17	REG24699	https://www.fidal.it/risultati/2021/REG24699/Index.htm	https://www.fidal.it/risultati/2021/REG24699/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2021-01-17	REG24678	https://www.fidal.it/risultati/2021/REG24678/Index.htm	https://www.fidal.it/risultati/2021/REG24678/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2021-01-17	REG24645	https://www.fidal.it/risultati/2021/REG24645/Index.htm	https://www.fidal.it/risultati/2021/REG24645/Index.htm	Vecchissimo	ok	2024-02-09
2021-01-17	REG24644	https://www.fidal.it/risultati/2021/REG24644/Index.htm	https://www.fidal.it/risultati/2021/REG24644/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-02-09
2021-01-20	REG24597	https://www.fidal.it/risultati/2021/REG24597/Index.htm	https://www.fidal.it/risultati/2021/REG24597/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-02-09
2021-01-23	COD9185				Gara non esistente	2024-02-09
2021-01-23	REG24648	https://www.fidal.it/risultati/2021/REG24648/Index.htm	https://www.fidal.it/risultati/2021/REG24648/Index.htm	Vecchissimo	ok	2024-02-09
