Prest.,Atleta,Anno,Società,Città,Data
4423,DOVERI Francesca,82,C.S. ESERCITO,Ancona,01/02/2009
4384,DOVERI Francesca,82,C.S. ESERCITO,Torino,06/03/2009
4250,TANI Sara,83,TOSCANA ATL.EMPOLI NISSAN,Ancona,01/02/2009
4236,DOVERI Francesca,82,C.S. ESERCITO,Ancona,27/01/2008
4224,DOVERI Francesca,82,C.S. ESERCITO,Ancona,30/01/2011
4221,DOVERI Francesca,82,C.S. ESERCITO,Magglingen,17/02/2008
4205,RICALI Cecilia,85,G.S. FIAMME AZZURRE,Ancona,31/01/2010
4187,COLOMBO Roberta sara,73,A.S. LA FRATELLANZA 1874,Ancona,10/03/2023
4167,COLOMBO Roberta sara,73,ATLETICA MONZA,Ancona,23/02/2018
4149,RICALI Cecilia,85,G.S. FIAMME AZZURRE,Ancona,28/01/2007
4146,RICALI Cecilia,85,G.S. FIAMME AZZURRE,Ancona,28/01/2012
4121,RENDINA Laura,83,S.S. LAZIO ATLETICA LEGGERA,Ancona,27/01/2013
4084,ZORZI Ingeborg,48,SPORTCLUB MERANO,Ancona,23/02/2018
4080,RICALI Cecilia,85,G.S. FIAMME AZZURRE,Napoli,29/01/2006
4045,RENDINA Laura,83,GS VALSUGANA TRENTINO,Ancona,31/01/2010
4037,DOVERI Francesca,82,C.S. ESERCITO,Ancona,28/01/2007
4036,CIPOLLONI Enrica,90,G.S. FIAMME ORO PADOVA,Padova,26/01/2014
4035,TREVISAN Elisa,80,G.S. FIAMME AZZURRE,Napoli,29/01/2006
4035,TROST Alessia,93,G.A. FIAMME GIALLE,Padova,11/01/2014
4029,COLOMBO Roberta sara,73,ATLETICA MONZA,Ancona,24/02/2017
4021,TANI Sara,83,TOSCANA ATL.EMPOLI NISSAN,Ancona,30/01/2011
4009,DALLA PIANA Silvia,75,FONDIARIA - SAI ATLETICA,Ancona,13/02/2005
3998,TREVISAN Elisa,80,G.S. FIAMME AZZURRE,Ancona,27/01/2008
3993,FERRARINI Barbara,67,ATL. VIRTUS CASTENEDOLO,Ancona,24/02/2017
3987,TANI Sara,83,TOSCANA ATL.EMPOLI NISSAN,Ancona,18/01/2009
3977,BACCIOTTI Eleonora,89,TOSCANA ATL.EMPOLI NISSAN,Ancona,28/01/2012
3969,DERKACH Dariya,93,A.S.D. ACSI ITALIA ATLETICA,Ancona,27/01/2013
3957,ZORZI Ingeborg,48,SPORTCLUB MERANO,Madrid,24/03/2018
3943,BIANCHI Carolina,88,ATL. LUGO,Ancona,28/01/2012
3936,MELNICHENKO Ganna,83,ASSI BANCA TOSCANA FIRENZE,Firenze,17/01/2006
3914,ZORZI Ingeborg,48,SPORTCLUB MERANO,Ancona,22/02/2019
3911,TANI Sara,83,TOSCANA ATL.EMPOLI NISSAN,Ancona,28/01/2012
3890,CIPOLLONI Enrica,90,G.S. FIAMME ORO PADOVA,Ancona,28/01/2012
3889,MASSACCISI Jennifer,88,TECNO ADRIATLETICA MARCHE,Ancona,31/01/2010
3889,TREVISAN Elisa,80,G.S. FIAMME AZZURRE,Ancona,30/01/2011
3875,RENDINA Laura,83,FONDIARIA - SAI ATLETICA,Ancona,01/02/2009
3871,TREVISAN Elisa,80,G.S. FIAMME AZZURRE,Ancona,01/02/2009
3867,ZORZI Ingeborg,48,SPORTCLUB MERANO,Torun,29/03/2019
3862,TANI Sara,83,TOSCANA ATL.EMPOLI,Ancona,28/01/2007
3859,CIPOLLONI Enrica,90,TECNO ADRIATLETICA MARCHE,Ancona,30/01/2011
3853,RICALI Cecilia,85,DARRA ATL. TORVECA VIGEVANO,Ancona,13/02/2005
3853,RENDINA Laura,83,GS VALSUGANA TRENTINO,Ancona,16/01/2010
3846,RICALI Cecilia,85,G.S. FIAMME AZZURRE,Padova,26/01/2014
3841,ACETI Erica,85,N. ATL. VARESE,Ancona,27/01/2008
3833,TREVISAN Elisa,80,G.S. FIAMME AZZURRE,Ancona,13/02/2005
3829,BOFFELLI Valentina,78,G.S. FORESTALE,Napoli,29/01/2006
3829,MASSACCISI Jennifer,88,TECNO ADRIATLETICA MARCHE,Ancona,01/02/2009
3816,DERKACH Dariya,93,ASD AUDACIA RECORD ATLETICA,Ancona,30/01/2011
3812,ZANNI Rossella,64,MOLLIFICIO MODENESE CITTADELLA,Ancona,07/03/2014
