Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2012-01-07	REG2893	https://www.fidal.it/risultati/2012/REG2893/Index.htm	https://www.fidal.it/risultati/2012/REG2893/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-08	REG2894	https://www.fidal.it/risultati/2012/REG2894/Index.htm	https://www.fidal.it/risultati/2012/REG2894/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-08	REG2895	https://www.fidal.it/risultati/2012/REG2895/Index.htm	https://www.fidal.it/risultati/2012/REG2895/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-14	REG2896	https://www.fidal.it/risultati/2012/REG2896/Index.htm	https://www.fidal.it/risultati/2012/REG2896/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-14	REG2899	https://www.fidal.it/risultati/2012/REG2899/Index.htm	https://www.fidal.it/risultati/2012/REG2899/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-14	REG2903	https://www.fidal.it/risultati/2012/REG2903/Index.htm	https://www.fidal.it/risultati/2012/REG2903/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-14	REG2904	https://www.fidal.it/risultati/2012/REG2904/Index.htm	https://www.fidal.it/risultati/2012/REG2904/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-14	REG2844	https://www.fidal.it/risultati/2012/REG2844/Index.htm	https://www.fidal.it/risultati/2012/REG2844/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2982	https://www.fidal.it/risultati/2012/REG2982/Index.htm	https://www.fidal.it/risultati/2012/REG2982/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2912	https://www.fidal.it/risultati/2012/REG2912/Index.htm	https://www.fidal.it/risultati/2012/REG2912/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2865	https://www.fidal.it/risultati/2012/REG2865/Index.htm	https://www.fidal.it/risultati/2012/REG2865/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2955	https://www.fidal.it/risultati/2012/REG2955/Index.htm	https://www.fidal.it/risultati/2012/REG2955/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2846	https://www.fidal.it/risultati/2012/REG2846/Index.htm	https://www.fidal.it/risultati/2012/REG2846/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2905	https://www.fidal.it/risultati/2012/REG2905/Index.htm	https://www.fidal.it/risultati/2012/REG2905/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2897	https://www.fidal.it/risultati/2012/REG2897/Index.htm	https://www.fidal.it/risultati/2012/REG2897/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2898	https://www.fidal.it/risultati/2012/REG2898/Index.htm	https://www.fidal.it/risultati/2012/REG2898/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-15	REG2866	https://www.fidal.it/risultati/2012/REG2866/Index.htm	https://www.fidal.it/risultati/2012/REG2866/Index.htm	Vecchissimo	ok	2024-02-12
2012-01-18	REG3004				Gara non esistente	2024-02-12
2012-01-21	COD3334				Gara non esistente	2024-02-12
