Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
649,,SALVI Rossella,82,AGG. HINNA,6 fi- 1,Napoli,16/01/2005
963,,MANGINO Gilda,94,A.S.D.  ATL. VIS NOVA,13 fi- 1,Napoli Ponticelli,08/01/2012
1124,,CARPENTIERI Francesca,88,A.P.D. PARTENOPE ATL. LEGG.,12 fi- 1,Napoli Ponticelli,08/01/2012
1233,,CARPENTIERI Francesca,88,A.P.D. PARTENOPE ATL. LEGG.,10 fi- 1,Napoli,09/01/2011
1322,,DERKACH Dariya,93,A.S.D.  ATL. VIS NOVA,6 fi- 1,Napoli,11/01/2009
1477,,MICHELI Maria carolina,90,A.P.D. PARTENOPE ATL. LEGG.,8 fi- 1,Napoli,09/01/2011
1488,,SCAFURO Alessandra,84,CSU IDEATLETICA AURORA F,5 fi- 1,Napoli,08/01/2006
1531,,VOZZA Federica,91,A. P. D.  HIPPOS CAMPI FLEGREI,7 fi- 1,Napoli,09/01/2011
1553,,PESTICCIO Annarita,94,ASD ENTERPRISE SPORT & SERVICE,11 fi- 1,Napoli Ponticelli,08/01/2012
1578,,GARGANO Angela,89,ASD CSU IDEATLETICA AURORA F,6 fi- 1,Napoli,09/01/2011
1633,,VACONDIO Francesca,82,MODENA ATLETICA,2 se- 1,Ancona,24/02/2017
1661,,CASTELLUCCI Michela,94,EDERA ATL. FORLI,7 su- 1,Ancona,15/01/2012
1717,,LACKNER Gerlinde,75,A.S.D. POLISPORTIVA BRENTELLA,4 se- 1,Padova,05/03/2023
1723,,TOFALO Antonia,78,A.S.D.  ATL. VIS NOVA,10 fi- 1,Napoli Ponticelli,08/01/2012
1724,,CAPPELLA Debora,84,SPORT D.L.F. ANCONA,2 se- 1,Ancona,22/02/2019
1725,,FENORASI Federica,73,ACQUADELA BOLOGNA,3 se- 1,Ancona,24/02/2017
1731,,SANNA Anna,65,ROMATLETICA FOOTWORKS SALARIA,4 se- 1,Ancona,24/02/2017
1734,,MIRRA Maura,89,A. P. D.  HIPPOS CAMPI FLEGREI,5 fi- 1,Napoli,09/01/2011
1755,,MICHELI Maria carolina,90,A.P.D. PARTENOPE ATL. LEGG.,9 fi- 1,Napoli Ponticelli,08/01/2012
1757,,GIOCONDO Francesca,94,A.S.D.  ATL. VIS NOVA,8 fi- 1,Napoli Ponticelli,08/01/2012
1804,,BOCCIA Giovanna,68,LIBERTAS CADEO,2 su- 1,Ancona,10/03/2023
1817,,PIOTTO Alessia,96,N.ATL. FANFULLA LODIGIANA,24 su- 1,Padova,11/01/2014
1817,,BOCCIA Giovanna,68,LIBERTAS CADEO,3 se- 1,Ancona,22/02/2019
1827,,MIRRA Maura,89,A. P. D.  HIPPOS CAMPI FLEGREI,7 fi- 1,Napoli Ponticelli,08/01/2012
1833,,ABATE Valeria,87,ATLETICA 2005,23 su- 1,Padova,11/01/2014
1871,,OLIVIERI Patrizia,59,GIOVANNI SCAVO 2000 ATL.,2 su- 1,Ancona,27/02/2015
1887,,FENORASI Federica,73,ACQUADELA BOLOGNA,3 se- 1,Ancona,23/02/2018
1896,,GRECO Roberta,74,A.S.D. C.U.S. SALERNO,3 se- 1,Ancona,23/02/2018
1964,,MARIANI Francesca,65,SHARDANA ASD,4 se- 1,Ancona,23/02/2018
1973,,SCAFURO Alessandra,84,CSU IDEATLETICA AURORA F,5 fi- 1,Napoli,16/01/2005
1974,,CAPPELLA Debora,84,SPORT D.L.F. ANCONA,1 su- 1,Ancona,10/03/2023
1979,,DESSI' Nicoletta,78,S G AMSICORA,1 su- 1,Ancona,27/02/2015
1980,,OLIVIERI Patrizia,59,GIOVANNI SCAVO 2000 ATL.,3 se- 1,Ancona,26/02/2016
1990,,PISCHEDDA Silvia,72,AS DELOGU NUORO,4 se- 1,Ancona,26/02/2016
1994,,BOGGIA Laura,63,A.S.D.  C.U.S. GENOVA,3 se- 1,Padova,05/03/2023
2008,,NYA YANGA Ornella kelly,92,ATL. AVIS MACERATA,11 su- 1,Ancona,16/01/2010
