Prestazione,Atleta,Cat.,Anno,Società,Disciplina,Gara
22.87,CESARONI Alessandro,SM,1995,BSXX3 ASD OLYMPIA ATHLETIC TEAM,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
25.19,TIBERIA Gabriele,PM,2004,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
25.3,ZIRIZZOTTI Gioele,PM,2004,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
25.55,SCHIMMENTI Gaetano,SM,1994,ANXX4 GIOVANE AOS,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
27.43,COTUGNO Michele,SM,1995,LEXX2 ASD ATLETICA POPOLARE RUDIAE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
28.21,TAGLIAFERRI Igino,SM50,1972,RMXX2 ASD ATLETICA NEPTUNIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
27.97,CAMPORESI Massimo,SM60,1964,BOXX3 ACQUADELA A.P.D.,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
29.61,FORLANI Massimo,SM55,1965,PVXX2 ASD ATL. PAVESE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
29.76,TESEI Enrico,SM50,1974,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
31.46,PATRIARCA Massimo,SM50,1971,UDXX2 NUOVA ATLETICA DAL FRIULI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
31.47,GALLEANI Gianpaolo,SM65,1959,PVXX2 ASD ATL. PAVESE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
27.62,BIONDI Andrea,SM35,1986,PUXX2 GRUPPO PODISTICO LUCREZIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
29.51,CONTI Marco,SM40,1981,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
32.63,BRANCHESI Fabrizio,SM60,1962,TRXX2 PODISTICA CARSULAE A.S.D.,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
34.32,ZIGNI Angelo,SM60,1962,REXX2 POLISPORTIVA GUASTALLA AICS,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
34.56,VACONDIO Fabrizio,SM65,1956,REXX2 POLISPORTIVA GUASTALLA AICS,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
24.19,DI MARCO Yuri,SM,1996,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
26.71,SANTOMAGGIO Stefano,PM,2002,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
28.34,BORONI Andrea,SM40,1983,BSXX3 ASD OLYMPIA ATHLETIC TEAM,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
42.31,MELAPPIONI Lamberto,SM75,1945,TRXX2 PODISTICA CARSULAE A.S.D.,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
26.78,AGYEMANG Adolf,SM,1997,ANXX4 GIOVANE AOS,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
33.94,RAINERO Alessandro,PM,2004,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
34.11,BOGAZZI Piero,SM55,1968,TRXX2 PODISTICA CARSULAE A.S.D.,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
25.30,ZIRIZZOTTI Gioele,PM,2004,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara004.html
27.19,MARIN Marzia,PF,2004,POXX2 ASD POLISPORTIVA AZZANESE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
28.55,RUZZIER Elena,SF,2000,TVXX3 RIDE YOUR DREAMS TREVISO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
30.37,CAPPELLA Debora,SF40,1984,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
35.61,FRONTINI Paola,SF55,1969,ANXX2 COM. PROV. ANCONA ASP,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
43.57,SCINTU Anna,SF40,1980,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
46.09,MURRU Tina,SF65,1958,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
57.47,VENTURINI Lorenza,SF65,1957,BOXX3 ACQUADELA A.P.D.,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
59.32,MELIS Tiziana,SF50,1973,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
32.20,SANTOMAGGIO Martina,SF,2000,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
34.03,MOLINO Silvia,SF45,1976,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
44.61,MASETTI Annamaria,SF60,1960,PUXX1 COM. PESARO-URBINO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
48.57,ATZORI Giorgia,SF40,1983,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara104.html
24.13,D'ARCE Gabriele,JM,2006,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara204.html
24.75,TIBERI Federico,JM,2006,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara204.html
25.56,CAGIANO Clemente,JM,2006,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara204.html
25.60,AMADIO Roberto,JM,2006,POXX2 ASD POLISPORTIVA AZZANESE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara204.html
27.63,D'ANTONI Vanessa,JF,2005,UDXX3 LUPIGNANUM TRACK&FIELD,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara304.html
28.08,FERRARI Aurora,JF,2006,UDXX3 LUPIGNANUM TRACK&FIELD,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara304.html
29.26,PERRETTA Ginevra,JF,2005,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara304.html
30.30,USAI Rebecca,JF,2006,CAXX2 ASD SULCIS ATL. CARBONIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara304.html
32.50,STERPETTI Marialuce,JF,2005,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara304.html
23.79,PATITI Mattia,AM,2008,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
25.84,DI BATTISTA Mirko,AM,2007,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
36.61,BALDI MARZOCCA Gioele,AM,2008,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
25.25,PITZALIS Andrea,AM,2008,CAXX2 ASD SULCIS ATL. CARBONIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
26.51,SPARACINO Christian,AM,2008,RMXX2 ASD ATLETICA NEPTUNIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
27.53,CAPALDI Francesco,AM,2008,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
31.25,RAPONI Valentino,AM,2008,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
32.79,ARROBBIO Alberto,AM,2007,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara404.html
25.53,CALIGIANA Caterina,AF,2008,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
26.03,LARICCIA Letizia Maria,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
26.93,SCIMIA Valeria,AF,2007,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
29.25,MASSA Miriam giulia,AF,2008,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
29.31,AURELI DE VINCENTIS Fra,AF,2007,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
29.40,GESUALE Anita,AF,2008,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
30.32,CIANI Letizia,AF,2007,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
31.20,MEI Rebecca,AF,2007,CAXX2 ASD SULCIS ATL. CARBONIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
31.97,CISCI SACCHITELLA Emma,AF,2008,CAXX2 ASD SULCIS ATL. CARBONIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
30.54,FRONGIA Caterina,AF,2007,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
32.85,RIZZONE Alisia,AF,2007,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
33.70,MACCIACCHERA Nicoletta,AF,2008,RMXX3 ATL. ROMA AQUACETOSA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/Gara504.html
31.77,FALCETTI Riccardo,EM10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
33.04,CIMINO Mattia,EM10,2013,RMXX2 ASD ATLETICA NEPTUNIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
33.48,PERCIBALLI Edoardo,EM10,2014,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
33.61,MONALDINI Dimitri,EM10,2013,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
35.19,MENDES ALVES Lorenzo,EM10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
36.82,OCCASI Daniele,EM10,2013,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
38.0,STIRPE Edoardo,EM10,2013,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
38.8,RUGGIERO Marco,EM10,2014,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE02.html
31.81,MASCHERA Angel,EF10,2014,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.98,AGABITI Alessia,EF10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
34.09,ANSIDERI Valentina,EF10,2014,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
34.69,GIANSANTI Chiara,EF10,2013,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
34.72,GASTALDELLO Violante,EF10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
35.51,CONTI Giorgia,EF10,2014,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
36.16,CARCONI Noemi,EF10,2014,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
36.32,MURATORI Cecilia,EF10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
36.49,FRATTALI Francesca,EF10,2013,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
36.64,TOMADA Viola,EF10,2013,UDXX3 LUPIGNANUM TRACK&FIELD,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
36.91,ANGELUCCI Martina,EF10,2014,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
32.89,URBANI Rebecca,EF10,2013,RMXX2 ASD ATLETICA NEPTUNIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.19,BERSANO Alice,EF10,2013,ATXX2 ASD RAINBOW PLANET,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.4,MACINA Silvia,EF10,2013,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.41,MURER Giulia,EF10,2014,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
35.51,PINTORI Alice,EF10,2014,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
37.35,PITZALIS Elena,EF10,2013,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
38.08,MARCATTILI Carlotta,EF10,2013,RMXX2 ASD ATLETICA NEPTUNIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
38.78,PELLICCIONI Martina,EF10,2014,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
38.85,SANTARELLI Bianca,EF10,2014,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
40.16,PINTORI Michela,EF10,2014,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
42.35,BUSCARINI Emma,EF10,2013,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.40,MACINA Silvia,EF10,2013,RNXX2 SAN MARINO ATHLETICS ACADEMY,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE12.html
33.48,MINCIOTTI Mattia,EM8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
35.54,BELARDINILLI DIAZ Franc,EM8,2015,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
38.54,SYLLA Dieydi,EM8,2016,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
40.30,CALIGIANA Federico,EM8,2016,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
40.40,RUGGERI Tommaso,EM8,2015,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
41.58,RUGGERI Leonardo,EM8,2015,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
47.54,PATRIARCA Claudio,EM8,2016,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE22.html
35.58,SERAFINI Azzurra,EF8,2015,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE32.html
40.63,OCCASI Serena,EF8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE32.html
41.65,BERARDI Emma,EF8,2016,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE32.html
46.12,MARTINI Sofia,EF8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE32.html
51.21,LATTANZIO Stella,EF8,2015,PUXX2 GRUPPO PODISTICO LUCREZIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE32.html
44.05,FANTOZZI Mattia,EM5,2018,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE42.html
37.5,CONTI Chiara,EF5,2017,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE52.html
55.58,SERAFINI Alma,EF5,2018,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraE52.html
35.58,SERAFINI Azzurra,EF8,2015,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
37.5,CONTI Chiara,EF5,2017,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
40.63,OCCASI Serena,EF8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
41.65,BERARDI Emma,EF8,2016,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
46.12,MARTINI Sofia,EF8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
51.21,LATTANZIO Stella,EF8,2015,PUXX2 GRUPPO PODISTICO LUCREZIA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
55.58,SERAFINI Alma,EF5,2018,ORXX2 ASD AMPA TRAINING,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ18.html
33.48,MINCIOTTI Mattia,EM8,2015,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
35.54,BELARDINILLI DIAZ Franc,EM8,2015,FRXX3 AICS FROSINONE,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
38.54,SYLLA Dieydi,EM8,2016,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
40.30,CALIGIANA Federico,EM8,2016,PGXX2 ATL. CAPANNE PRO LOCO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
40.40,RUGGERI Tommaso,EM8,2015,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
41.58,RUGGERI Leonardo,EM8,2015,RIXX2 ATL.STUDENTESCA ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
44.05,FANTOZZI Mattia,EM5,2018,AQXX2 POLISPORTIVA ATL. CAPISTRELLO,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
47.54,PATRIARCA Claudio,EM8,2016,FRXX2 POFISPORTIVA,200m,https://www.fidal.it/risultati/2024/REG34144/Risultati/GaraZ19.html
21.77,ORI Alessandro,SM,2000,MO052 A.S. LA FRATELLANZA 1874,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
21.91,CARPENTARI Pietro,PM,2004,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.11,MUZI Alexandr,PM,2002,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.53,KHALIL Omar,PM,2002,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.6,CAPORUSSO Fabrizio,AM,2007,FC542 LIBERTAS ATLETICA FORLI',200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.58,CARFAGNA Tommaso,AM,2007,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.84,GHIDETTI Francesco,PM,2002,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.04,FRIZZI Michele,PM,2002,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.25,CHUKS Alex ebuka,PM,2003,AN010 S.E.F. STAMURA ANCONA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.85,NOCERINO Francesco,SM,1998,RM363 SSD NISSOLINO SPORT SRL ASU,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.9,VENTURA Sergio,JM,2006,BO506 A.S.D. PONTEVECCHIO BOLOGNA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.19,FERRANTE Dennis,JM,2005,MI077 CUS PRO PATRIA MILANO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.36,ROSATO Valerio,SM,1992,PE001 ASD U.S. ATERNO PESCARA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.12,GAETANO Federico,PM,2004,AN002 A.ATL. FABRIANO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.75,CETRONE Daniele,AM,2007,BO014 ATL. IMOLA SACMI AVIS,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.76,BOLOGNESI Paolo,JM,2006,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.07,COFONE Massimiliano,AM,2007,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.37,DE MELO Michele,JM,2005,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.66,GIAMPAOLI Matteo,PM,2002,MC007 GROTTINI TEAM RECANATI ASD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.92,TOVAZZI Pedro emanuele,JM,2006,TN109 U.S. QUERCIA DAO CONAD,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.82,COLLOCA Emanuele salvat,JM,2006,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
22.89,NUNZIATA Gabriele,JM,2006,RM057 FIAMME GIALLE G. SIMONI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.33,AGLIETA Giorgio,JM,2005,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.4,CACCAMO Riccardo demetrio,JM,2005,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.49,FUZZI Filippo,SM,2001,FC038 EDERA ATL. FORLI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.55,SHEPETJA Keyzy,PM,2003,SM278 OLIMPUS SAN MARINO ATLETICA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.54,GHIDONI Enrico,JM,2005,MO057 S.G.LA PATRIA 1879 CARPI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.78,CACCAMO Nicolo',JM,2005,RI223 ATL.STUD. RIETI ANDREA MILARDI,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.79,BARTALUCCI Giulio,AM,2007,FI002 ATLETICA FIRENZE MARATHON S.S.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.43,MALORGIO Luca,AM,2007,PG109 ATLETICA PERUGIA TEAM SSD A RL,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.75,RICCI Gabriele,PM,2004,BO014 ATL. IMOLA SACMI AVIS,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
25.38,MARCELLINI Nicola,SM,1997,AN002 A.ATL. FABRIANO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.61,CORMIO Francesco,AM,2008,BA015 A.S. OLIMPIA CLUB MOLFETTA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
23.95,DALPANE Alessandro,AM,2007,BO014 ATL. IMOLA SACMI AVIS,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.46,POZONE Alessandro,JM,2006,RM046 ASD ACSI ATLETICA CAMPIDOGLIO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.77,REMEDIA Davide,JM,2006,MC004 ATL. AVIS MACERATA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.87,STELLUTI Davidh,SM,1995,AN002 A.ATL. FABRIANO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
25.02,DINARDO Riccardo,JM,2006,BA754 G.S. AVIS BARLETTA A.S.D.,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.02,GREGHINI Filippo,AM,2007,MC004 ATL. AVIS MACERATA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.17,LANOTTE Francesco,JM,2006,AN002 A.ATL. FABRIANO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.43,MARCHIONNI Andrea,AM,2007,MC004 ATL. AVIS MACERATA,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.5,BELLEGGIA Daniel,JM,2005,FM003 SPORT ATL. FERMO,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
24.94,FILONZI Thomas,AM,2007,AN049 ASD SPACE RUNNING,200m,https://www.fidal.it/risultati/2024/REG33658/Risultati/Gara004.html
