Data	Codice	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2011-01-08	REG1719	https://www.fidal.it/risultati/2011/REG1719/Index.htm	https://www.fidal.it/risultati/2011/REG1719/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1654	https://www.fidal.it/risultati/2011/REG1654/Index.htm	https://www.fidal.it/risultati/2011/REG1654/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1704	https://www.fidal.it/risultati/2011/REG1704/Index.htm	https://www.fidal.it/risultati/2011/REG1704/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1721	https://www.fidal.it/risultati/2011/REG1721/Index.htm	https://www.fidal.it/risultati/2011/REG1721/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1720	https://www.fidal.it/risultati/2011/REG1720/Index.htm	https://www.fidal.it/risultati/2011/REG1720/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1642	https://www.fidal.it/risultati/2011/REG1642/Index.htm	https://www.fidal.it/risultati/2011/REG1642/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-09	REG1634	https://www.fidal.it/risultati/2011/REG1634/Index.htm	https://www.fidal.it/risultati/2011/REG1634/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1862	https://www.fidal.it/risultati/2011/REG1862/Index.htm	https://www.fidal.it/risultati/2011/REG1862/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1662	https://www.fidal.it/risultati/2011/REG1662/Index.htm	https://www.fidal.it/risultati/2011/REG1662/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1797	https://www.fidal.it/risultati/2011/REG1797/Index.htm	https://www.fidal.it/risultati/2011/REG1797/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1667	https://www.fidal.it/risultati/2011/REG1667/Index.htm	https://www.fidal.it/risultati/2011/REG1667/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1655	https://www.fidal.it/risultati/2011/REG1655/Index.htm	https://www.fidal.it/risultati/2011/REG1655/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-15	REG1723	https://www.fidal.it/risultati/2011/REG1723/Index.htm	https://www.fidal.it/risultati/2011/REG1723/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1724	https://www.fidal.it/risultati/2011/REG1724/Index.htm	https://www.fidal.it/risultati/2011/REG1724/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1656	https://www.fidal.it/risultati/2011/REG1656/Index.htm	https://www.fidal.it/risultati/2011/REG1656/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1643	https://www.fidal.it/risultati/2011/REG1643/Index.htm	https://www.fidal.it/risultati/2011/REG1643/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1799	https://www.fidal.it/risultati/2011/REG1799/Index.htm	https://www.fidal.it/risultati/2011/REG1799/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1725	https://www.fidal.it/risultati/2011/REG1725/Index.htm	https://www.fidal.it/risultati/2011/REG1725/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1637	https://www.fidal.it/risultati/2011/REG1637/Index.htm	https://www.fidal.it/risultati/2011/REG1637/Index.htm	Vecchissimo	ok	2024-02-12
2011-01-16	REG1764				Gara non esistente	2024-02-12
2011-01-19	REG1759	https://www.fidal.it/risultati/2011/REG1759/Index.htm	https://www.fidal.it/risultati/2011/REG1759/Index.htm	Vecchissimo	ok	2024-02-12
