Prest.,Atleta,Anno,Società,Città,Data
20.25,MUSCI Carmelo alessandro,01,G.A. FIAMME GIALLE,Ancona,26/01/2020
20.01,MUSCI Carmelo alessandro,01,G.A. FIAMME GIALLE,Minsk,26/02/2020
19.99,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Schio,14/02/2015
19.91,MUSCI Carmelo alessandro,01,G.A. FIAMME GIALLE,Ancona,09/02/2020
19.74,SECCI Daniele,92,FIAMME GIALLE G. SIMONI,Ancona,06/03/2010
19.59,SECCI Daniele,92,G.A. FIAMME GIALLE,Ancona,12/02/2011
19.57,SECCI Daniele,92,G.A. FIAMME GIALLE,Roma,29/01/2011
19.56,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Schio,24/01/2015
19.45,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Lione,28/02/2015
19.35,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Ancona,08/02/2015
19.29,SECCI Daniele,92,FIAMME GIALLE G. SIMONI,Ancona,24/01/2010
19.20,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Halle,01/03/2014
18.93,MUSCI Carmelo alessandro,01,ATL. ADEN  EXPRIVIA MOLFETTA,Ancona,02/03/2019
18.93,FERRARA Riccardo,01,A.S.D. C.U.S. PALERMO,Ancona,09/02/2020
18.91,SECCI Daniele,92,G.A. FIAMME GIALLE,Amburgo,05/03/2011
18.89,SECCI Daniele,92,FIAMME GIALLE G. SIMONI,Ancona,13/02/2010
18.77,LAUDANTE Antonio,93,ASD ARCA ATL.AVERSA A.AVERSANO,Ancona,21/01/2012
18.75,MUSCI Carmelo alessandro,01,ATL. ADEN  EXPRIVIA MOLFETTA,Ancona,03/02/2019
18.70,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Roma,25/01/2014
18.66,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Schio,18/12/2014
18.41,FABBRI Leonardo,97,ATLETICA FIRENZE MARATHON S.S.,Ancona,07/02/2016
18.40,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Ancona,09/02/2014
18.36,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Schio,08/01/2015
17.92,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Val De Reuil,03/03/2012
17.85,LAUDANTE Antonio,93,ASD ARCA ATL.AVERSA A.AVERSANO,Val De Reuil,03/03/2012
17.83,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Ancona,06/03/2010
17.83,LAUDANTE Antonio,93,ASD ARCA ATL.AVERSA A.AVERSANO,Ancona,12/02/2011
17.73,LAUDANTE Antonio,93,ASD ARCA ATL.AVERSA A.AVERSANO,Ancona,19/02/2012
17.72,FERRARA Riccardo,01,ATLETICA OLYMPUS,Ancona,03/02/2019
17.64,BOIDI Luciano,96,TREVISATLETICA,Ancona,08/02/2015
17.63,CAMPAGNOLO Mirko,05,A.S. DIL. MILONE,Lievin,11/03/2023
17.57,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,02/02/2013
17.54,PACE Alessandro,99,FIAMME GIALLE G. SIMONI,Halle,04/03/2017
17.50,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Schio,30/01/2010
17.48,CAMPAGNOLO Mirko,05,A.S. DIL. MILONE,Ancona,05/02/2023
17.47,MUSUMARY Segond emmanuel,03,CUS PRO PATRIA MILANO,Ancona,06/02/2022
17.45,VETERE Stefano,90,A.S.D. LIB. POL. AMAT. ATL. BN,Ancona,14/02/2009
17.42,MUSUMARY Segond emmanuel,03,CUS PRO PATRIA MILANO,Casalmaggiore,09/01/2022
17.41,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,24/02/2013
17.35,SORTINO Alberto,89,ATL. RICCARDI MILANO,Ancona,09/02/2008
17.33,SORTINO Alberto,89,ATL. RICCARDI MILANO,Halle,01/03/2008
17.29,CAMPAGNOLO Mirko,05,A.S. DIL. MILONE,Ancona,07/01/2023
17.25,MUSUMARY Segond emmanuel,03,ATL. ESTRADA,Ancona,07/02/2021
17.24,BRUNO Simone,98,PRO SESTO ATL.,Ancona,05/02/2017
17.19,SORTINO Alberto,89,ATLETICA SCHIO,Genova,25/02/2007
17.19,PACE Alessandro,99,FIAMME GIALLE G. SIMONI,Ancona,04/02/2018
17.16,BOIDI Luciano,96,TREVISATLETICA,Lione,28/02/2015
17.15,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,19/02/2012
17.15,PACE Alessandro,99,FIAMME GIALLE G. SIMONI,Nantes,03/03/2018
17.14,BOIDI Luciano,96,TREVISATLETICA,Schio,08/01/2015
17.12,MANNUCCI Alessio,98,ATLETICA LIVORNO,Ancona,05/02/2017
17.11,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Ancona,13/02/2010
17.09,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,02/03/2013
17.09,MUSUMARY Segond emmanuel,03,ATL. ESTRADA,Casalmaggiore,17/01/2021
17.07,PACE Alessandro,99,FIAMME GIALLE G. SIMONI,Ancona,05/02/2017
17.05,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Schio,06/02/2010
16.97,PAGANI Jonathan,89,ATL. SPORTLIFE LA SPEZIA,Vittel,04/03/2007
16.97,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Schio,20/02/2010
16.96,PROIETTI Andrea,99,ATL.STUD. RIETI ANDREA MILARDI,Ancona,05/02/2017
16.94,SACCOMANO Enrico,01,ATLETICA MALIGNANI LIBERTAS UD,Ancona,03/02/2019
16.90,PAGANI Jonathan,89,ATL. SPORTLIFE LA SPEZIA,Genova Palasport,17/02/2007
16.90,TENGATTINI Gioele,04,ATL. BERGAMO 1959 ORIOCENTER,Casalmaggiore,15/01/2023
16.89,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Ancona,02/02/2013
16.88,VAILATI Paolo,95,N.ATL. FANFULLA LODIGIANA,Ancona,09/02/2014
16.83,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Ancona,14/02/2009
16.80,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,14/01/2012
16.69,BOIDI Luciano,96,TREVISATLETICA,Schio,06/02/2014
16.68,BRUNO Simone,98,PRO SESTO ATL.,Halle,04/03/2017
16.67,CARUSO Rocco,94,ATLETICA GRAN SASSO SSD A R.L.,Ancona,24/02/2013
16.67,CASTELLAZZI Mattia,97,ATL. LECCO-COLOMBO COSTRUZ.,Padova,27/02/2016
16.65,PAGANI Jonathan,89,ATL. SPORTLIFE LA SPEZIA,Genova,25/02/2007
16.59,BRUNO Simone,98,PRO SESTO ATL.,Ancona,07/02/2016
16.58,VAILATI Paolo,95,N.ATL. FANFULLA LODIGIANA,Halle,01/03/2014
16.54,BRUNO Simone,98,PRO SESTO ATL.,Padova,27/02/2016
16.53,BIANCHETTI Sebastiano,96,ATL. STUDENTESCA CA.RI.RI,Roma,10/02/2013
16.51,CAVALIERI Alessandro,95,ATL. AVIS MACERATA,Ancona,09/02/2014
16.49,VAILATI Paolo,95,N.ATL. FANFULLA LODIGIANA,Genova,01/02/2014
16.48,PAGANI Jonathan,89,ATL. SPORTLIFE LA SPEZIA,Firenze,30/01/2007
16.46,PERIN Matteo,03,A.S.D. TEAM TREVISO,Padova,23/01/2022
16.45,CASTELLAZZI Mattia,97,ATL. LECCO-COLOMBO COSTRUZ.,Ancona,07/02/2016
16.44,SZTANDERA Krystian marcel,01,ASD ENTERPRISE SPORT & SERVICE,Ancona,09/02/2020
16.43,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,06/02/2013
16.40,ZOCCHI Davide,95,ACSI CAMPIDOGLIO PALATINO,Roma,02/02/2014
16.37,VETERE Stefano,90,A.S.D. LIB. POL. AMAT. ATL. BN,Metz,28/02/2009
16.36,SORTINO Alberto,89,ATLETICA SCHIO,Vittel,04/03/2007
16.35,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Metz,28/02/2009
16.31,VETERE Stefano,90,A.S.D. LIB. POL. AMAT. ATL. BN,Ancona,09/02/2008
16.25,CARUSO Rocco,94,ATLETICA GRAN SASSO SSD A R.L.,Ancona,02/02/2013
16.24,LAUDANTE Antonio,93,ASD ARCA ATL.AVERSA A.AVERSANO,Amburgo,05/03/2011
16.22,VENDRAME Mattia,97,ATL BRUGNERA PN FRIULINTAGLI,Ancona,07/02/2016
16.21,DEL GATTO Lorenzo,94,TECNO ADRIATLETICA MARCHE,Ancona,21/01/2012
16.21,TRABACCA Francesco,00,USD ENTERPRISE GIOVANI ATLETI,Ancona,03/02/2019
16.19,TENGATTINI Gioele,04,ATL. BERGAMO 1959 ORIOCENTER,Padova,22/01/2023
16.16,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Padova,01/02/2009
16.10,OLCELLI Patrick,02,ATL. LECCO-COLOMBO COSTRUZ.,Ancona,07/02/2021
16.08,TENGATTINI Gioele,04,ATL. BERGAMO 1959 ORIOCENTER,Ancona,05/02/2023
16.07,CARUSO Rocco,94,ATLETICA GRAN SASSO SSD A R.L.,Ancona,12/01/2013
16.06,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Padova,17/01/2009
16.06,TRABACCA Francesco,00,USD ENTERPRISE GIOVANI ATLETI,Ancona,27/01/2019
16.05,PROIETTI Andrea,99,ATL.STUD. RIETI ANDREA MILARDI,Ancona,04/02/2018
16.03,BOIDI Luciano,96,TREVISATLETICA,Schio,27/02/2014
16.02,VETERE Stefano,90,A.S.D. LIB. POL. AMAT. ATL. BN,Ancona,03/02/2008
16.02,TENGATTINI Gioele,04,ATL. BERGAMO 1959 ORIOCENTER,Lievin,11/03/2023
15.95,CAROSI Michele,94,ATL. STUDENTESCA CA.RI.RI,Ancona,24/02/2013
15.94,DRUSIANI Giacomo,89,A.S. LA FRATELLANZA 1874,Ancona,09/02/2008
15.91,CAPPONI Mirco,99,ASA ASCOLI PICENO,Ancona,28/01/2018
15.91,MUSUMARY Segond emmanuel,03,ATL.  CENTO TORRI PAVIA,Magglingen,25/01/2020
15.89,MANNUCCI Alessio,98,ATLETICA LIVORNO,Ancona,07/02/2016
15.85,DOLCIAMI Alessio,88,ATL. AVIS MACERATA,Ancona,04/02/2007
15.84,MONTANARI Michele,91,U.S. MAURINA OLIO CARLI,Ancona,14/02/2009
15.84,CASELLI Pietro,90,A.S. LA FRATELLANZA 1874,Ancona,14/02/2009
15.83,BUSATO Enrico,04,ATLETICA SAN BIAGIO,Padova,22/01/2023
15.82,TRINCHERA LOTTO Carlo,04,ATL.  CENTO TORRI PAVIA,Ancona,05/02/2023
15.80,ROSSI Massimo,97,ATL.VICENTINA,Schio,24/01/2015
15.79,DRUSIANI Giacomo,89,A.S. LA FRATELLANZA 1874,Genova,25/02/2007
15.77,GENTILI Lorenzo,98,CENTRO ATLETICA PIOMBINO,Padova,28/01/2017
15.77,PICCININI Francesco,02,S.E.F. STAMURA ANCONA A.S.D.,Ancona,07/02/2021
15.76,CAROSI Michele,94,ATL. STUDENTESCA CA.RI.RI,Roma,15/01/2012
15.74,CAVALIERI Alessandro,95,ATL. AVIS MACERATA,Ancona,26/01/2014
15.74,ROSSI Massimo,97,ATL.VICENTINA,Schio,14/02/2015
15.74,TRABACCA Francesco,00,USD ENTERPRISE GIOVANI ATLETI,Ancona,02/03/2019
15.74,OLCELLI Patrick,02,ATL. LECCO-COLOMBO COSTRUZ.,Casalmaggiore,17/01/2021
15.73,CAVALIERI Alessandro,95,ATL. AVIS MACERATA,Ancona,02/02/2013
15.65,TRABACCA Francesco,00,U.S. GIOVANI ATLETI BARI,Ancona,04/02/2018
15.62,OLCELLI Patrick,02,ATL. LECCO-COLOMBO COSTRUZ.,Ancona,09/02/2020
15.59,PAROLO Tommaso,91,ASSINDUSTRIA SPORT PADOVA,Padova,24/01/2009
15.59,CAROSI Michele,94,ATL. STUDENTESCA CA.RI.RI,Ancona,02/02/2013
15.59,NATALI Gabriele,96,ATLETICA RAVENNA,Schio,19/12/2015
15.57,CAFIERO Adriano,93,E.SERVIZI ATL. FUTURA ROMA,Ancona,19/02/2012
15.50,VAIDANIS Filippo,96,ATL.VICENTINA,Schio,08/01/2015
15.50,VAIDANIS Filippo,96,ATL.VICENTINA,Schio,24/01/2015
15.49,MONTANARI Michele,91,U.S. MAURINA OLIO CARLI,Ancona,13/02/2010
15.48,CAFIERO Adriano,93,E.SERVIZI ATL. FUTURA ROMA,Roma,15/01/2012
15.48,ZOCCHI Davide,95,ACSI CAMPIDOGLIO PALATINO,Roma,25/01/2014
15.43,BOIDI Luciano,96,TREVISATLETICA,Schio,09/01/2014
15.43,BOIDI Luciano,96,TREVISATLETICA,Ancona,09/02/2014
15.42,CAVALIERI Alessandro,95,ATL. AVIS MACERATA,Ancona,02/02/2014
15.42,NATALI Gabriele,96,ATLETICA RAVENNA,Schio,05/12/2015
