Prest.,Atleta,Anno,Società,Città,Data
17.73,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Parigi,06/03/2011
17.70,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Goteborg,02/03/2013
17.59,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Torino,07/03/2009
17.42,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Torino,22/02/2009
17.39,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,28/02/2010
17.33,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,05/02/2006
17.28,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Istanbul,11/03/2012
17.28,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Istanbul,11/03/2012
17.27,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Valencia,09/03/2008
17.26,IHEMEJE Chiebuka emmanuel,98,ATL. ESTRADA,Fayetteville,13/03/2021
17.24,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,19/02/2006
17.24,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Ancona,21/01/2012
17.24,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Lievin,14/02/2012
17.13,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Belgrado,05/03/2017
17.12,SCHEMBRI Fabrizio,81,C.S. CARABINIERI SEZ. ATLETICA,Saronno,30/01/2009
17.09,DIAZ HERNANDEZ Andy,95,ATL.LIBERTAS UNICUSANO LIVORNO,Val-de-reuil,04/02/2023
17.07,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Istanbul,10/03/2012
17.07,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Ancona,02/02/2013
17.06,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Genova,24/02/2008
17.04,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,22/01/2006
17.03,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,05/02/2011
17.00,SCHEMBRI Fabrizio,81,C.S. CARABINIERI SEZ. ATLETICA,Ancona,20/02/2011
16.99,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Parigi,04/03/2011
16.99,IHEMEJE Chiebuka emmanuel,98,C.S. AERONAUTICA MILITARE,Fayetteville,28/01/2023
16.96,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Valencia,07/03/2008
16.95,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Ancona,13/02/2010
16.94,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Istanbul,10/03/2012
16.94,GRECO Daniele,89,G.S. FIAMME ORO PADOVA,Goteborg,01/03/2013
16.94,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,18/02/2018
16.93,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Ancona,18/02/2007
16.93,SCHEMBRI Fabrizio,81,C.S. CARABINIERI SEZ. ATLETICA,Saronno,15/01/2011
16.92,SCHEMBRI Fabrizio,81,C.S. CARABINIERI SEZ. ATLETICA,Saronno,01/02/2008
16.92,DONATO Fabrizio,76,G.A. FIAMME GIALLE,Karlsruhe,15/02/2009
16.89,BOCCHI Tobia,97,C.S. CARABINIERI SEZ. ATLETICA,Lievin,09/02/2021
