Prest.,Atleta,Anno,Società,Città,Data
4:08.00,CAVALLI Ludovica,00,C.S. AERONAUTICA MILITARE,Ancona,18/02/2023
4:08.20,VISSA Sintayehu,96,ATL BRUGNERA PN FRIULINTAGLI,Ancona,18/02/2023
4:08.54,VISSA Sintayehu,96,ATL BRUGNERA PN FRIULINTAGLI,Istanbul,03/03/2023
4:08.87,DEL BUONO Federica,94,G.S. FORESTALE,Ancona,07/02/2015
4:09.19,CAVALLI Ludovica,00,C.S. AERONAUTICA MILITARE,Padova,29/01/2023
4:09.27,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Karlsruhe,01/02/2014
4:09.80,CAVALLI Ludovica,00,C.S. AERONAUTICA MILITARE,Miramas,03/02/2023
4:09.98,BELLO' Elena,97,G.S. FIAMME AZZURRE,Ostrava,02/02/2023
4:10.05,VISSA Sintayehu,96,ATL BRUGNERA PN FRIULINTAGLI,Istanbul,04/03/2023
4:10.10,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Dusseldorf,30/01/2014
4:10.25,SABBATINI Gaia,99,G.S. FIAMME AZZURRE,Madrid,02/03/2022
4:11.22,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Padova,11/02/2023
4:11.61,DEL BUONO Federica,94,G.S. FORESTALE,Praga,08/03/2015
4:11.65,APRILE Giulia,95,C.S. ESERCITO,Padova,12/02/2022
4:11.98,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Ancona,22/02/2014
4:12.10,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Ancona,18/02/2023
4:12.14,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Madrid,02/03/2022
4:12.44,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Gent,10/02/2013
4:12.60,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Dusseldorf,08/02/2013
4:12.79,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Torun,05/03/2021
4:13.17,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Karlsruhe,02/02/2013
4:13.20,VIOLA Giulia alessandra,91,G.A. FIAMME GIALLE,Padova,21/02/2015
4:13.44,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Madrid,24/02/2021
4:13.62,SABBATINI Gaia,99,G.S. FIAMME AZZURRE,Ancona,22/02/2020
4:13.70,SABBATINI Gaia,99,G.S. FIAMME AZZURRE,Ancona,20/02/2021
4:13.78,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Lievin,13/02/2018
4:13.80,VIOLA Giulia alessandra,91,G.A. FIAMME GIALLE,Goteborg,01/03/2013
4:13.93,CORTESI Federica,99,ATL. VALLE BREMBANA,Ancona,18/02/2023
4:14.54,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Ancona,16/02/2013
4:14.68,MATTAGLIANO Joyce,94,C.S. ESERCITO,Padova,12/02/2022
4:15.15,BELLO' Elena,97,G.S. FIAMME AZZURRE,Ancona,22/02/2020
4:15.56,APRILE Giulia,95,C.S. ESERCITO,Ancona,23/01/2022
4:15.62,APRILE Giulia,95,C.S. ESERCITO,Gent,13/02/2021
4:15.67,SABBATINI Gaia,99,G.S. FIAMME AZZURRE,Gent,13/02/2021
4:15.77,VIOLA Giulia alessandra,91,G.A. FIAMME GIALLE,Ancona,16/02/2013
4:15.85,MAGNANI Margherita,87,G.A. FIAMME GIALLE,Goteborg,01/03/2013
4:16.01,TOZZI Martina,99,G.A. FIAMME GIALLE,Ancona,22/02/2020
4:16.02,ZENONI Marta,99,ATL. BERGAMO 1959 ORIOCENTER,Padova,17/01/2016
4:16.19,BELLO' Elena,97,G.S. FIAMME AZZURRE,Ostrava,05/02/2020
4:16.32,DEL BUONO Federica,94,C.S. CARABINIERI SEZ. ATLETICA,Ancona,20/02/2021
4:16.41,CAVALLI Ludovica,00,BRACCO ATLETICA,Ancona,06/02/2021
4:16.55,MAJORI Micol,98,PRO SESTO ATL.,Dortmund,12/02/2022
