Tempo,Vento,Atleta,Età,Società,Posizione,Luogo,Data
3:39.14,,"BRUNEY Maya fonda SF,BONORA Alessandra SF,IEZZI Alessandra PF,TREVISAN Gian",,BRACCO ATLETICA,1 se- 2,Ancona,27/02/2022
3:39.34,,"BURATTIN Ilaria SF,TROIANI Serena SF,TROIANI Virginia SF,TROIANI Alexandra",,CUS PRO PATRIA MILANO,2 se- 2,Ancona,27/02/2022
3:39.84,,"BURATTIN Ilaria SF,TROIANI Serena SF,TROIANI Alexandra SF,TROIANI Virginia",,CUS PRO PATRIA MILANO,1 se- 3,Ancona,19/02/2023
3:40.45,,"IEZZI Alessandra PF,CANAZZA Martina PF,BRUNETTI Alessia SF,BONORA Alessandr",,BRACCO ATLETICA,2 se- 3,Ancona,19/02/2023
3:40.81,,"BAZZONI SF35,LUKUDO SF,CAVALLERI SF,CHIGBOLU SF",,C.S. ESERCITO,1 se- 2,Ancona,23/02/2020
3:43.29,,"TROIANI SF,TROIANI SF,BURATTIN SF,CASAGRANDE MONTESI PF",,CUS PRO PATRIA MILANO,1 se- 1,Ancona,23/02/2020
3:43.97,,"CAVALLERI SF,BAZZONI SF35,MILANI SF,CHIGBOLU SF",,C.S. ESERCITO,1 se- 2,Ancona,17/02/2019
3:44.77,,"MORANDI Alessandra PF,BALDINI Alessia PF,MARTIGNANI Lisa PF,CAVALIERI Anna",,A.S. LA FRATELLANZA 1874,1 se- 2,Ancona,19/02/2023
3:46.35,,"TISO JF,TASSANI PF,SPADOTTO SCOTT SF,TREVISAN SF",,BRACCO ATLETICA,2 se- 2,Ancona,17/02/2019
3:47.86,,"TESSAROLO Zoe JF,MURARO Mariasole PF,MAROTTI Laura SF,MURARO Alice PF",,ATL.VICENTINA,3 se- 2,Ancona,27/02/2022
3:48.12,,"ALMICI Alexandra PF,MELETTO Silvia SF,IDDRISSOU Fatimatu PF,SERAMONDI Aless",,ATL. BRESCIA 1950,3 se- 3,Ancona,19/02/2023
3:48.17,,"SERGI JF,PIRANA SF,FOUDRAZ JF,MARCHIANDO PF",,ATLETICA SANDRO CALVESI,1 se- 1,Ancona,17/02/2019
3:48.26,,"SIMONELLI PF,PANSINI AF,TIRNETTA PF,GHERARDI JF",,ATL.STUD. RIETI ANDREA MILARDI,3 se- 2,Ancona,17/02/2019
3:48.37,,"GRISENTI Francesca JF,DALL''AGLIO Sara SF,DE GENNARO Emma SF,KEBE Sokhona SF",,C.U.S. PARMA,2 se- 2,Ancona,19/02/2023
3:48.67,,"BURATTIN SF,TROIANI SF,BAUDENA SF,TROIANI SF",,CUS PRO PATRIA MILANO,4 se- 2,Ancona,17/02/2019
3:48.80,,"SERAMONDI AF,ALMICI JF,NIOTTA SF,POLINARI PF",,ATL. BS '50 METALLURG. S.MARCO,2 se- 2,Ancona,23/02/2020
3:48.91,,"SPADOTTO SCOTT SF,AQUILINO PF,TASSANI SF,BRUNETTI PF",,BRACCO ATLETICA,3 se- 2,Ancona,23/02/2020
3:49.02,,"TIRNETTA PF,PANSINI AF,FARINA AF,SIMONELLI PF",,ATL.STUD. RIETI ANDREA MILARDI,4 se- 2,Ancona,23/02/2020
3:49.22,,"MANGIAPANE Michelle PF,MELETTO Silvia SF,NIOTTA Alessia SF,ALMICI Alexandra",,ATL. BS '50 METALLURG. S.MARCO,4 se- 2,Ancona,27/02/2022
3:50.00,,"GRESTA PF,SERAFINI PF,BELLA JF,TORRIENTE LEAL SF",,ATL. ROMA ACQUACETOSA,2 se- 1,Ancona,17/02/2019
3:50.54,,"BALORDI AF,DALL'AGLIO SF,KEBE PF,CASAGRANDE MONTESI PF",,C.U.S. PARMA,5 se- 2,Ancona,17/02/2019
