Prest.,Vento,Atleta,Anno,Società,Città,Data
24.27,+1.2,DALLO Francesca,90,ANA ATL.FELTRE,Bressanone,04/06/2006
24.33,+0.7,DALLO Francesca,90,ANA ATL.FELTRE,Fano,08/10/2006
24.33,+2.7,DALLO Francesca,90,ANA ATL.FELTRE,Fano,08/10/2006
24.40,+3.6,DALLO Francesca,90,ANA ATL.FELTRE,Tunisi,06/08/2006
24.48,-1.2,DALLO Francesca,90,ANA ATL.FELTRE,Milano,02/09/2006
24.49,+1.0,DALLO Francesca,90,ANA ATL.FELTRE,Salonicco,01/07/2006
24.51,+0.0,DALLO Francesca,90,ANA ATL.FELTRE,Salonicco,02/07/2006
24.68,+0.2,DALLO Francesca,90,ANA ATL.FELTRE,Salonicco,01/07/2006
24.83,+0.2,DALLO Francesca,90,ANA ATL.FELTRE,Mestre Venezia,21/09/2006
24.84,+0.0,DALLO Francesca,90,ANA ATL.FELTRE,Vittorio Veneto,14/05/2006
25.10,+0.6,DALLO Francesca,90,ANA ATL.FELTRE,Cesenatico,07/10/2007
25.30,+0.8,DALLO Francesca,90,ANA ATL.FELTRE,Cesenatico,07/10/2007
25.30,+0.9,BOTTEGA Samantha,94,ANA ATL.FELTRE,Rovigo,07/06/2015
25.34,-0.4,DALLO Francesca,90,ANA ATL.FELTRE,Vicenza,16/09/2007
25.46,+1.2,DALLO Francesca,90,ANA ATL.FELTRE,Brugnera,01/09/2007
25.47,+0.4,DALLO Francesca,90,ANA ATL.FELTRE,Rossano Veneto,09/09/2007
25.59,-0.4,BOTTEGA Samantha,94,ANA ATL.FELTRE,Caprino Veronese,28/06/2015
25.65,+0.0,BOTTEGA Samantha,94,ANA ATL.FELTRE,Treviso,27/05/2015
25.69,+1.0,BOTTEGA Samantha,94,ANA ATL.FELTRE,Trento,09/09/2014
25.85,-0.2,BOTTEGA Samantha,94,ANA ATL.FELTRE,Trieste,31/05/2015
25.91,-0.1,BOTTEGA Samantha,94,ANA ATL.FELTRE,Bolzano,09/06/2014
25.93,-0.3,BOTTEGA Samantha,94,ANA ATL.FELTRE,Merano,24/05/2014
25.95,-0.2,BOTTEGA Samantha,94,ANA ATL.FELTRE,Bologna,16/05/2015
25.96,-0.9,BOTTEGA Samantha,94,ANA ATL.FELTRE,Verona,02/06/2014
26.00,+0.3,BOTTEGA Samantha,94,ANA ATL.FELTRE,Trento,17/09/2014
26.03,+0.0,SCOPEL Gioia,02,ANA ATL.FELTRE,Vicenza,02/06/2019
25.8,,BOTTEGA Samantha,94,ANA ATL.FELTRE,Feltre,28/08/2014
26.08,-0.3,BOTTEGA Samantha,94,ANA ATL.FELTRE,Caprino Veronese,31/05/2014
26.22,-0.7,BOTTEGA Samantha,94,ANA ATL.FELTRE,Marcon,15/06/2014
26.28,+0.7,SCOPEL Gioia,02,ANA ATL.FELTRE,Treviso,18/04/2021
26.32,-0.4,BOTTEGA Samantha,94,ANA ATL.FELTRE,Marcon,10/05/2015
26.36,+1.2,BOTTEGA Samantha,94,ANA ATL.FELTRE,Santa Cristina,30/08/2014
26.37,+0.7,SCHENAL Anna,04,ANA ATL.FELTRE,Treviso,18/04/2021
26.42,+0.3,SCOPEL Gioia,02,ANA ATL.FELTRE,Vicenza,15/05/2021
26.56,-0.8,BOTTEGA Samantha,94,ANA ATL.FELTRE,Vicenza,11/05/2014
26.58,+0.6,BOTTEGA Samantha,94,ANA ATL.FELTRE,Palmanova,01/05/2015
26.60,-0.5,SCOPEL Gioia,02,ANA ATL.FELTRE,Mestre,06/09/2020
26.61,-0.4,BOTTEGA Samantha,94,ANA ATL.FELTRE,Marcon,11/04/2015
26.76,+0.5,BARP Anna asia,04,ANA ATL.FELTRE,Vicenza,15/05/2021
26.91,+1.1,BARP Anna asia,04,ANA ATL.FELTRE,Verona,12/09/2021
26.91,+0.1,SCOPEL Gioia,02,ANA ATL.FELTRE,Padova,15/05/2022
26.96,+1.0,CURIC Tea,95,ANA ATL.FELTRE,Vicenza,27/05/2012
26.96,+0.9,SCHENAL Anna,04,ANA ATL.FELTRE,Agordo,22/08/2020
26.97,-0.2,BARP Anna asia,04,ANA ATL.FELTRE,Cles,26/09/2021
