Prest.,Vento,Atleta,Anno,Società,Città,Data
14.72,+0.4,TIREL Enrico,93,ANA ATL.FELTRE,Vedelago,12/09/2010
14.98,-1.7,TIREL Enrico,93,ANA ATL.FELTRE,Mogliano Veneto,18/09/2010
15.11,-0.1,TIREL Enrico,93,ANA ATL.FELTRE,Vedelago,12/09/2010
15.25,-1.1,TIREL Enrico,93,ANA ATL.FELTRE,Rossano Veneto,05/09/2010
15.26,-1.5,TIREL Enrico,93,ANA ATL.FELTRE,Saronno,26/06/2010
15.27,-0.2,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Bassano Del Grappa,17/09/2011
15.33,+0.6,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Saronno,11/06/2011
15.37,+1.2,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Firenze,30/09/2012
15.48,+0.2,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vedelago,11/09/2011
15.54,+0.1,SCOPEL Simone,06,ANA ATL.FELTRE,Borgo Valbelluna,06/06/2023
15.55,-0.7,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Caprino Veronese,08/09/2012
15.56,-0.3,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Abano Terme,12/05/2012
15.57,-0.4,SCOPEL Simone,06,ANA ATL.FELTRE,Rovereto,16/04/2023
15.63,+1.5,COLLE Nicola,96,ANA ATL.FELTRE,Trento,08/06/2013
15.68,-0.6,SCOPEL Simone,06,ANA ATL.FELTRE,Pistoia,02/07/2023
15.69,+0.9,COLLE Nicola,96,ANA ATL.FELTRE,Vicenza,26/05/2012
15.69,+1.0,SCOPEL Simone,06,ANA ATL.FELTRE,Venezia,09/09/2023
15.73,-0.2,TIREL Enrico,93,ANA ATL.FELTRE,Rosa,23/05/2009
15.74,-0.1,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Bassano Del Grappa,15/09/2012
15.77,+1.7,DE PAOLI Federico,02,ANA ATL.FELTRE,Rosa',07/09/2019
15.77,+1.7,SCOPEL Simone,06,ANA ATL.FELTRE,Bolzano,03/06/2023
15.80,+0.4,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vicenza,21/05/2011
15.85,+0.3,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Rovigo,07/05/2011
15.85,-0.3,SCOPEL Simone,06,ANA ATL.FELTRE,Caorle,25/06/2023
15.88,-0.9,COLLE Nicola,96,ANA ATL.FELTRE,Vicenza,18/05/2013
15.88,-1.3,SCOPEL Simone,06,ANA ATL.FELTRE,Caorle,27/05/2023
15.93,+0.5,COLLE Nicola,96,ANA ATL.FELTRE,Abano Terme,12/05/2012
15.98,+0.7,SCOPEL Simone,06,ANA ATL.FELTRE,Venezia,09/09/2023
16.06,+0.4,COLLE Nicola,96,ANA ATL.FELTRE,Montebelluna,04/05/2013
16.07,-0.5,SCOPEL Simone,06,ANA ATL.FELTRE,Lana,24/04/2022
16.16,+0.3,SCOPEL Simone,06,ANA ATL.FELTRE,Verona,07/05/2022
16.21,-0.4,COLLE Nicola,96,ANA ATL.FELTRE,Bastia Umbra,23/06/2012
16.29,+0.9,DE PAOLI Federico,02,ANA ATL.FELTRE,San Vito Al Tagliamento,31/08/2019
16.48,+0.7,VELLO Michele,97,ANA ATL.FELTRE,Trento,04/10/2014
16.57,-1.0,AGOSTINETTO Isacco,99,ANA ATL.FELTRE,Vicenza,30/04/2016
16.65,-0.9,AGOSTINETTO Isacco,99,ANA ATL.FELTRE,Bovolone,01/10/2016
16.84,+0.0,VELLO Michele,97,ANA ATL.FELTRE,Padova,20/09/2014
16.86,+0.6,VELLO Michele,97,ANA ATL.FELTRE,Vedelago,13/09/2014
16.91,-2.0,SCOPEL Simone,06,ANA ATL.FELTRE,Caorle,21/05/2022
16.96,-1.0,VELLO Michele,97,ANA ATL.FELTRE,Vicenza,03/05/2014
16.97,-0.3,PARANI Aire,94,ANA ATL.FELTRE,Verona,02/06/2010
17.09,+0.2,AGOSTINETTO Isacco,99,ANA ATL.FELTRE,Rosa,17/09/2016
17.12,-0.7,D'AGOSTINI Enrico,94,ANA ATL.FELTRE,Mestre,08/05/2010
17.12,-0.6,AGOSTINETTO Isacco,99,ANA ATL.FELTRE,Aquila,03/10/2015
17.77,-0.3,CANOVA Luca,91,ANA ATL.FELTRE,Rosa,15/06/2008
17.80,-0.3,D'AGOSTINI Enrico,94,ANA ATL.FELTRE,Verona,02/06/2010
17.85,+0.4,AGOSTINETTO Isacco,99,ANA ATL.FELTRE,Vicenza,02/05/2015
