Prest.,Vento,Atleta,Anno,Società,Città,Data
14.71,+1.4,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Treviso,28/05/2014
14.71,-0.2,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Torino,07/06/2014
14.71,+0.3,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Torino,07/06/2014
14.77,+0.4,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Torino,07/06/2014
14.97,-0.2,TIREL Enrico,93,ANA ATL.FELTRE,Vicenza,21/05/2011
14.98,+0.1,DE PAOLI Federico,02,ANA ATL.FELTRE,Vicenza,08/05/2021
14.98,+0.6,DE PAOLI Federico,02,ANA ATL.FELTRE,Padova,22/05/2021
15.09,+1.6,DE PAOLI Federico,02,ANA ATL.FELTRE,Grosseto,12/06/2021
15.15,+0.8,TIREL Enrico,93,ANA ATL.FELTRE,Rovigo,07/05/2011
15.20,+0.9,DE PAOLI Federico,02,ANA ATL.FELTRE,Modena,08/09/2021
15.23,-1.4,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Sacile,17/05/2014
15.24,-0.6,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vedelago,02/07/2014
15.29,-0.3,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Marcon,06/04/2014
15.29,+0.6,DE PAOLI Federico,02,ANA ATL.FELTRE,Udine,08/08/2020
15.33,-2.1,TIREL Enrico,93,ANA ATL.FELTRE,Marcon,10/04/2011
15.33,+0.0,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vicenza,03/05/2014
15.36,-2.0,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Caorle,25/05/2014
15.42,-1.1,DE PAOLI Federico,02,ANA ATL.FELTRE,Grosseto,19/09/2020
15.43,+1.0,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Rieti,15/06/2013
15.46,+0.6,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Pordenone,19/06/2013
15.47,-0.2,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vedelago,13/09/2014
15.53,+1.6,DE PAOLI Federico,02,ANA ATL.FELTRE,Agordo,23/08/2020
15.54,+0.1,DE PAOLI Federico,02,ANA ATL.FELTRE,Mestre,05/09/2020
15.55,-1.8,DE PAOLI Federico,02,ANA ATL.FELTRE,Mestre,05/09/2020
15.74,-0.6,FERRIGHETTO Ivan,95,ANA ATL.FELTRE,Vicenza,18/05/2013
15.83,-1.9,DE PAOLI Federico,02,ANA ATL.FELTRE,Treviso,26/07/2020
16.11,-2.4,DE PAOLI Federico,02,ANA ATL.FELTRE,Mestre,19/07/2020
17.05,-0.3,DE PAOLI Federico,02,ANA ATL.FELTRE,Vicenza,15/05/2021
