Prest.,Vento,Atleta,Anno,Società,Città,Data
21.95,+3.9,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,12/05/2019
21.95,+3.9,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,12/05/2019
22.27,-1.3,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Bolzano,09/06/2018
22.27,-1.3,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Bolzano,09/06/2018
22.39,-1.2,ZIVOJINOVIC Milan,01,ANA ATL.FELTRE,San Giovanni Lupatoto,06/07/2019
22.39,-1.2,ZIVOJINOVIC Milan,01,ANA ATL.FELTRE,San Giovanni Lupatoto,06/07/2019
22.42,-0.2,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,13/09/2020
22.42,-0.2,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,13/09/2020
22.43,-0.5,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,13/05/2018
22.43,-0.5,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,San Biagio Di Callalta,13/05/2018
22.44,+1.2,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Marcon,13/06/2012
22.44,+1.2,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Marcon,13/06/2012
22.51,-0.4,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Sacile,30/06/2018
22.51,-0.4,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Sacile,30/06/2018
22.55,-1.3,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Bolzano,09/06/2018
22.55,-1.3,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Bolzano,09/06/2018
22.60,-0.6,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Mestre,06/09/2020
22.60,-0.6,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Mestre,06/09/2020
22.62,+0.5,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Catania,17/06/2017
22.62,+0.5,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Catania,17/06/2017
22.63,+1.4,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Bovolone,30/09/2018
22.63,+1.4,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Bovolone,30/09/2018
22.64,-2.2,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Bolzano,24/05/2017
22.64,-2.2,ZANDOMENEGHI Marco,97,ANA ATL.FELTRE,Bolzano,24/05/2017
22.69,-0.5,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Merano,21/07/2018
22.69,-0.5,SIRAGNA Lorenzo,01,ANA ATL.FELTRE,Merano,21/07/2018
22.70,+0.0,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Vicenza,20/05/2012
22.70,+0.4,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Firenze,29/09/2012
22.70,+0.0,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Vicenza,20/05/2012
22.70,+0.4,DALLA SEGA Andrea,95,ANA ATL.FELTRE,Firenze,29/09/2012
