Prest.,Vento,Atleta,Anno,Società,Città,Data
1:41.96,,BOTTEGA Samantha,94,ANA ATL.FELTRE,Rovereto,12/04/2014
1:48.4,,BEE Nicole,91,ANA ATL.FELTRE,Borgo Valbelluna,21/06/2023
1:49.5,,FANTINEL Sara,05,ANA ATL.FELTRE,Borgo Valbelluna,21/06/2023
1:56.8,,DE BACCO Emma,06,ANA ATL.FELTRE,Feltre,13/04/2022
