Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG13167,Vecchio,,60m,60 piani UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara001.htm
REG13167,Vecchio,,400m,400 metri UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara006.htm
REG13167,Vecchio,,1000m,1000 metri UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara009.htm
REG13167,Vecchio,,60m,60 piani DONNE,https://www.fidal.it/risultati/2017/REG13167/Gara101.htm
REG13167,Vecchio,,400m,400 metri DONNE,https://www.fidal.it/risultati/2017/REG13167/Gara106.htm
REG13167,Vecchio,,1000m,1000 metri DONNE,https://www.fidal.it/risultati/2017/REG13167/Gara109.htm
REG13167,Vecchio,,60 Hs h91,60 Hs H 91-9.14 PENTATHLON INDOOR AM,https://www.fidal.it/risultati/2017/REG13167/Gara501.htm
REG13167,Vecchio,,1000m,1000 metri PENTATHLON INDOOR AM,https://www.fidal.it/risultati/2017/REG13167/Gara505.htm
REG13167,Vecchio,,Salto in alto,Salto in alto/HJ UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara026.htm
REG13167,Vecchio,,Salto in lungo,Salto in lungo/LJ UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara028.htm
REG13167,Vecchio,,Salto triplo,Salto triplo/TJ DONNE,https://www.fidal.it/risultati/2017/REG13167/Gara129.htm
REG13167,Vecchio,,Salto in lungo,Salto in lungo/LJ PENTATHLON INDOOR AM,https://www.fidal.it/risultati/2017/REG13167/Gara502.htm
REG13167,Vecchio,,Salto in alto,Salto in alto/HJ PENTATHLON INDOOR AM,https://www.fidal.it/risultati/2017/REG13167/Gara504.htm
REG13167,Vecchio,,Peso 5.000Kg,Peso/SP Kg 5.000 ALLIEVI,https://www.fidal.it/risultati/2017/REG13167/Gara031.htm
REG13167,Vecchio,,Peso 6.000Kg,Peso/SP Kg 6.000 JUNIORES UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara032.htm
REG13167,Vecchio,,Peso 7.260Kg,Peso/SP Kg 7.260 UOMINI,https://www.fidal.it/risultati/2017/REG13167/Gara033.htm
REG13167,Vecchio,,Peso 3.000Kg,Peso/SP Kg 3.000 ALLIEVE,https://www.fidal.it/risultati/2017/REG13167/Gara131.htm
REG13167,Vecchio,,Peso 4.000Kg,Peso/SP Kg 4.000 DONNE,https://www.fidal.it/risultati/2017/REG13167/Gara132.htm
REG13167,Vecchio,,Peso 5.000Kg,Peso/SP Kg 5.000 PENTATHLON INDOOR AM,https://www.fidal.it/risultati/2017/REG13167/Gara503.htm
REG13088,Vecchio,,60m,60 piani DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara101.htm
REG13088,Vecchio,,200m,200 metri DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara104.htm
REG13088,Vecchio,,400m,400 metri DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara106.htm
REG13088,Vecchio,,800m,800 metri DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara108.htm
REG13088,Vecchio,,1500m,1500 metri DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara111.htm
REG13088,Vecchio,,3000m,3000 metri DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara113.htm
REG13088,Vecchio,,60 Hs h76,60 Hs H 76 ALLIEVE,https://www.fidal.it/risultati/2017/REG13088/Gara117.htm
REG13088,Vecchio,,60 Hs h84,60 Hs H 84 DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara118.htm
REG13088,Vecchio,,Marcia 3000m,Marcia 3000m DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara143.htm
REG13088,Vecchio,,4x200m,Staffetta 4x1 giro DONNE,https://www.fidal.it/risultati/2017/REG13088/Gara160.htm
REG13088,Vecchio,,60m,60 piani UOMINI,https://www.fidal.it/risultati/2017/REG13088/Gara201.htm
