Data~Codice~Nome~Home Gara~Home~Risultati~Versione Sigma~Status~Ultimo Aggiornamento
2024-01-03~REG33914~Trofeo Compagnia dell'Asta~https://www.fidal.it/calendario/Trofeo-Compagnia-dell-Asta/REG33914~https://www.fidal.it/risultati/2024/REG33914/Index.htm~https://www.fidal.it/risultati/2024/REG33914/Risultati/IndexRisultatiPerGara.html~Nuovo~ok~2024-04-12
2024-01-07~REG33796~Trofeo Lanci Master Invernale - Prova unica~https://www.fidal.it/calendario/Trofeo-Lanci-Master-Invernale-Prova-unica/REG33796~https://www.fidal.it/risultati/2024/REG33796/Index.htm~https://www.fidal.it/risultati/2024/REG33796/RESULTSBYEVENT1.htm~Vecchio #1~ok~2024-04-12
2024-01-07~REG34061~1^ PROVA TROFEO PUGLIA DI MARCIA~https://www.fidal.it/calendario/1^-PROVA-TROFEO-PUGLIA-DI-MARCIA/REG34061~https://www.fidal.it/risultati/2024/REG34061/Index.htm~https://www.fidal.it/risultati/2024/REG34061/Index.htm~Vecchissimo~ok~2024-04-12
2024-01-13~REG28682~MANIFESTAZIONE PROVINCIALE GIOVANILE INDOOR ESO/RAG~https://www.fidal.it/calendario/MANIFESTAZIONE-PROVINCIALE-GIOVANILE-INDOOR-ESO-RAG/REG28682~https://www.fidal.it/risultati/2024/REG28682/Index.htm~https://www.fidal.it/risultati/2024/REG28682/Index.htm~Vecchissimo~ok~2024-04-12
2024-01-13~REG34369~Campionato Regionale Individuale Outdoor di PM Ci/e (1^prova Trofeo Invernale) + gare Assoluti~https://www.fidal.it/calendario/Campionato-Regionale-Individuale-Outdoor-di-PM-Ci-e-(1^prova-Trofeo-Invernale)/REG34369~~~~Gara non esistente~2024-04-12
2024-01-14~REG33856~CAMPIONATI INVERNALI DI LANCI~https://www.fidal.it/calendario/CAMPIONATI-INVERNALI-DI-LANCI/REG33856~https://www.fidal.it/risultati/2024/REG33856/Index.htm~https://www.fidal.it/risultati/2024/REG33856/Risultati/IndexRisultatiPerGara.html~Nuovo~ok~2024-04-12
2024-01-14~REG33798~Manifestazione d'Apertura CP Roma~https://www.fidal.it/calendario/Manifestazione-d-Apertura-CP-Roma/REG33798~https://www.fidal.it/risultati/2024/REG33798/Index.htm~https://www.fidal.it/risultati/2024/REG33798/Risultati/IndexRisultatiPerGara.html~Nuovo~ok~2024-04-12
2024-01-14~REG33999~Winter High & Long Jump Giov/Ass - Sprint Festival Giovanile~https://www.fidal.it/calendario/Winter-High-&-Long-Jump-Giov-Ass-Sprint-Festival-Giovanile/REG33999~~~~Gara non esistente~2024-04-12
2024-01-14~REG34040~Novara (NO) - Campionati piemontesi Lanci Invernale S35+ - Campionato piemontese S35+ martellone~https://www.fidal.it/calendario/Novara-(NO)-Campionati-piemontesi-Lanci-Invernale-S35+-Campionato/REG34040~https://www.fidal.it/risultati/2024/REG34040/Index.htm~https://www.fidal.it/risultati/2024/REG34040/Index.htm~Vecchissimo~ok~2024-04-12
