Data	Codice	Nome	Home Gara	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2024-01-28	REG33697	CAMPIONATI REGIONALI INDIVIDUALI DI PROVE MULTIPLE INDOOR A/J/P/ASSOLUTI OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-DI-PROVE-MULTIPLE-INDOOR-A-J-P-ASSOLUTI-OPEN/REG33697	https://www.fidal.it/risultati/2024/REG33697/Index.htm	https://www.fidal.it/risultati/2024/REG33697/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33803	Campionati Regionali Individuali Indoor ALL/JUN/PRO/SEN	https://www.fidal.it/calendario/Campionati-Regionali-Individuali-Indoor-ALL-JUN-PRO-SEN/REG33803	https://www.fidal.it/risultati/2024/REG33803/Index.htm	https://www.fidal.it/risultati/2024/REG33803/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33597	PARMA MEETING ASSOLUTO	https://www.fidal.it/calendario/PARMA-MEETING-ASSOLUTO/REG33597	https://www.fidal.it/risultati/2024/REG33597/Index.htm	https://www.fidal.it/risultati/2024/REG33597/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-28	REG33873	Campionati Regionali Indoor Assoluti e Promesse	https://www.fidal.it/calendario/Campionati-Regionali-Indoor-Assoluti-e-Promesse/REG33873	https://www.fidal.it/risultati/2024/REG33873/Index.htm	https://www.fidal.it/risultati/2024/REG33873/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33664	MODENA MEETING GIOVANILE	https://www.fidal.it/calendario/MODENA-MEETING-GIOVANILE/REG33664	https://www.fidal.it/risultati/2024/REG33664/Index.htm	https://www.fidal.it/risultati/2024/REG33664/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-28	REG33704	ANNULLATA/SPOSTATA AD ALTRA DATA E SEDE - CAMPIONATI REGIONALI INDIVIDUALI LUNGO J/P/ASSOLUTI M/F INDOOR NO OPEN	https://www.fidal.it/calendario/ANNULLATA-SPOSTATA-AD-ALTRA-DATA-E-SEDE-CAMPIONATI-REGIONALI-INDIVIDUALI/REG33704				Gara non esistente	2024-03-17
2024-01-28	REG33701	CAMPIONATI REGIONALI INDIVIDUALI ASTA A/J/P/ASSOLUTI M/F - RIUNIONE REGIONALE DI SALTO CON L'ASTA CM/CF INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-ASTA-A-J-P-ASSOLUTI-M-F-RIUNIONE-REGIONALE/REG33701	https://www.fidal.it/risultati/2024/REG33701/Index.htm	https://www.fidal.it/risultati/2024/REG33701/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33700	CAMPIONATI REGIONALI INDIVIDUALI 60-60HS ALLIEVI/E INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-60-60HS-ALLIEVI-E-INDOOR-OPEN/REG33700	https://www.fidal.it/risultati/2024/REG33700/Index.htm	https://www.fidal.it/risultati/2024/REG33700/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33754	3^ PROVA CAMPIONATO REGIONALE INDOOR INDIVIDUALE ASSOLUTO M/F	https://www.fidal.it/calendario/3^-PROVA-CAMPIONATO-REGIONALE-INDOOR-INDIVIDUALE-ASSOLUTO-M-F/REG33754	https://www.fidal.it/risultati/2024/REG33754/Index.htm	https://www.fidal.it/risultati/2024/REG33754/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-28	REG33819	MEETING ASSOLUTI INDOOR	https://www.fidal.it/calendario/MEETING-ASSOLUTI-INDOOR/REG33819	https://www.fidal.it/risultati/2024/REG33819/Index.htm	https://www.fidal.it/risultati/2024/REG33819/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG34130	RIUNIONE REGIONALE INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-INDOOR/REG34130	https://www.fidal.it/risultati/2024/REG34130/Index.htm	https://www.fidal.it/risultati/2024/REG34130/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG34157	16 Memorial Roberto Donzelli	https://www.fidal.it/calendario/16-Memorial-Roberto-Donzelli/REG34157	https://www.fidal.it/risultati/2024/REG34157/Index.htm	https://www.fidal.it/risultati/2024/REG34157/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33860	Aosta - Campionati Regionali Allievi e Gare J/P/S - Open	https://www.fidal.it/calendario/Aosta-Campionati-Regionali-Allievi-e-Gare-J-P-S-Open/REG33860	https://www.fidal.it/risultati/2024/REG33860/Index.htm	https://www.fidal.it/risultati/2024/REG33860/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33818	MEETING ASSOLUTI INDOOR	https://www.fidal.it/calendario/MEETING-ASSOLUTI-INDOOR/REG33818	https://www.fidal.it/risultati/2024/REG33818/Index.htm	https://www.fidal.it/risultati/2024/REG33818/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-03	REG33601	MODENA CAMP. REG. INDOOR ASSOLUTI	https://www.fidal.it/calendario/MODENA-CAMP--REG--INDOOR-ASSOLUTI/REG33601	https://www.fidal.it/risultati/2024/REG33601/Index.htm	https://www.fidal.it/risultati/2024/REG33601/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-03	REG34239	CAMPIONATI TOSCANI INDOOR SALTI ALLIEVI/E	https://www.fidal.it/calendario/CAMPIONATI-TOSCANI-INDOOR-SALTI-ALLIEVI-E/REG34239	https://www.fidal.it/risultati/2024/REG34239/Index.htm	https://www.fidal.it/risultati/2024/REG34239/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-02-03	REG33707	RIUNIONE REGIONALE LUNGO A/J/P/ASSOLUTI F E ASTA F/M INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-LUNGO-A-J-P-ASSOLUTI-F-E-ASTA-F-M-INDOOR-OPEN/REG33707	https://www.fidal.it/risultati/2024/REG33707/Index.htm	https://www.fidal.it/risultati/2024/REG33707/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-03	REG33602	PARMA MEETING GIOVANILE	https://www.fidal.it/calendario/PARMA-MEETING-GIOVANILE/REG33602	https://www.fidal.it/risultati/2024/REG33602/Index.htm	https://www.fidal.it/risultati/2024/REG33602/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-03	REG34237	CARRARA INDOOR 9^ manifestazione CAMPIONATI TOSCANI PROVE MULTIPLE CADETTI/E e GARE RAGAZZI/E e CADETTI/E	https://www.fidal.it/calendario/CARRARA-INDOOR-9^-manifestazione-CAMPIONATI-TOSCANI-PROVE-MULTIPLE-CADETTI-E-e/REG34237	https://www.fidal.it/risultati/2024/REG34237/Index.htm	https://www.fidal.it/risultati/2024/REG34237/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-02-04	REG33863	Aosta - Campionati Regionali Indoor Cadetti - Open	https://www.fidal.it/calendario/Aosta-Campionati-Regionali-Indoor-Cadetti-Open/REG33863	https://www.fidal.it/risultati/2024/REG33863/Index.htm	https://www.fidal.it/risultati/2024/REG33863/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-04	REG33939	CAMP. REGIONALE di PROVE MULTIPLE ALLIEVI - JUNIOR - PROMESSE e ASSOLUTI	https://www.fidal.it/calendario/CAMP--REGIONALE-di-PROVE-MULTIPLE-ALLIEVI-JUNIOR-PROMESSE-e-ASSOLUTI/REG33939	https://www.fidal.it/risultati/2024/REG33939/Index.htm	https://www.fidal.it/risultati/2024/REG33939/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-04	REG34426	Campionato Regionale di Prove Multiple Allievi, Junior e Assoluti	https://www.fidal.it/calendario/Campionato-Regionale-di-Prove-Multiple-Allievi-Junior-e-Assoluti/REG34426				Gara non esistente	2024-03-17
2024-02-04	REG34439	Campionati Regionali Individuali Indoor Ragazzi/e anno 2012	https://www.fidal.it/calendario/Campionati-Regionali-Individuali-Indoor-Ragazzi-e-anno-2012/REG34439	https://www.fidal.it/risultati/2024/REG34439/Index.htm	https://www.fidal.it/risultati/2024/REG34439/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-04	REG33604	PARMA CAMP. REG. INDOOR ASSOLUTI	https://www.fidal.it/calendario/PARMA-CAMP--REG--INDOOR-ASSOLUTI/REG33604	https://www.fidal.it/risultati/2024/REG33604/Index.htm	https://www.fidal.it/risultati/2024/REG33604/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-04	REG33755	4^ PROVA CAMPIONATO REGIONALE INDOOR INDIVIDUALE CADETTE/I - RAGAZZE/I	https://www.fidal.it/calendario/4^-PROVA-CAMPIONATO-REGIONALE-INDOOR-INDIVIDUALE-CADETTE-I-RAGAZZE-I/REG33755	https://www.fidal.it/risultati/2024/REG33755/Index.htm	https://www.fidal.it/risultati/2024/REG33755/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-04	REG34238	CARRARA INDOOR 10 manifestazione	https://www.fidal.it/calendario/CARRARA-INDOOR-10-manifestazione/REG34238	https://www.fidal.it/risultati/2024/REG34238/Index.htm	https://www.fidal.it/risultati/2024/REG34238/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-02-04	REG33805	Campionati Regionali Individuali Indoor Ragazzi/e anno 2011	https://www.fidal.it/calendario/Campionati-Regionali-Individuali-Indoor-Ragazzi-e-anno-2011/REG33805	https://www.fidal.it/risultati/2024/REG33805/Index.htm	https://www.fidal.it/risultati/2024/REG33805/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-04	COD11507	CAMPIONATI ITALIANI JUNIORES e PROMESSE INDOOR	https://www.fidal.it/calendario/CAMPIONATI-ITALIANI-JUNIORES-e-PROMESSE-INDOOR/COD11507	https://www.fidal.it/risultati/2024/COD11507/Index.htm	https://www.fidal.it/risultati/2024/COD11507/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-04	REG33600	MODENA MEETING GIOVANILE	https://www.fidal.it/calendario/MODENA-MEETING-GIOVANILE/REG33600	https://www.fidal.it/risultati/2024/REG33600/Index.htm	https://www.fidal.it/risultati/2024/REG33600/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-04	REG33915	RIUNIONE REGIONALE 60HS - 60 E ALTO A/J/P/ASSOLUTI M/F INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60HS-60-E-ALTO-A-J-P-ASSOLUTI-M-F-INDOOR-OPEN/REG33915	https://www.fidal.it/risultati/2024/REG33915/Index.htm	https://www.fidal.it/risultati/2024/REG33915/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-04	REG34240	CAMPIONATI TOSCANI INDOOR CADETTI/E LUNGO e ASTA	https://www.fidal.it/calendario/CAMPIONATI-TOSCANI-INDOOR-CADETTI-E-LUNGO-e-ASTA/REG34240	https://www.fidal.it/risultati/2024/REG34240/Index.htm	https://www.fidal.it/risultati/2024/REG34240/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-06	REG33877	VI Udin Jump Development - Pagina Regionale	https://www.fidal.it/calendario/VI-Udin-Jump-Development-Pagina-Regionale/REG33877	https://www.fidal.it/risultati/2024/REG33877/Index.htm	https://www.fidal.it/risultati/2024/REG33877/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-06	COD11292	VI^ Udin Jump Development	https://www.fidal.it/calendario/VI^-Udin-Jump-Development/COD11292	https://www.fidal.it/risultati/2024/COD11292/Index.htm	https://www.fidal.it/risultati/2024/COD11292/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-07	REG34441	MEETING INDOOR GARE CADETTI/E	https://www.fidal.it/calendario/MEETING-INDOOR-GARE-CADETTI-E/REG34441	https://www.fidal.it/risultati/2024/REG34441/Index.htm	https://www.fidal.it/risultati/2024/REG34441/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-10	REG34668	Campionato Regionale Individuale di PM Indoor ALL/JUN/PRO/SEN femminile	https://www.fidal.it/calendario/Campionato-Regionale-Individuale-di-PM-Indoor-ALL-JUN-PRO-SEN-femminile/REG34668	https://www.fidal.it/risultati/2024/REG34668/Index.htm	https://www.fidal.it/risultati/2024/REG34668/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-10	REG34434	PROVE MULTIPLE INDOOR	https://www.fidal.it/calendario/PROVE-MULTIPLE-INDOOR/REG34434	https://www.fidal.it/risultati/2024/REG34434/Index.htm	https://www.fidal.it/risultati/2024/REG34434/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-10	REG34137	FESTA DELL'ESORDIENTE E RIUNIONE REGIONALE PROVE MULTIPLE	https://www.fidal.it/calendario/FESTA-DELL-ESORDIENTE-E-RIUNIONE-REGIONALE-PROVE-MULTIPLE/REG34137	https://www.fidal.it/risultati/2024/REG34137/Index.htm	https://www.fidal.it/risultati/2024/REG34137/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-10	REG33878	Campionati Regionali Indoor Master OPEN e Alto e Lungo Cadetti/e Meeting Regionale Indoor Giovanile di apertura	https://www.fidal.it/calendario/Campionati-Regionali-Indoor-Master-OPEN-e-Alto-e-Lungo-Cadetti-e-Meeting/REG33878	https://www.fidal.it/risultati/2024/REG33878/Index.htm	https://www.fidal.it/risultati/2024/REG33878/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-10	REG34259	ANN: Manifestazione Indoor	https://www.fidal.it/calendario/ANN-Manifestazione-Indoor/REG34259				Gara non esistente	2024-03-17
2024-02-10	REG34400	BO: Campionati prov. indoor 2024 2^ Giornata	https://www.fidal.it/calendario/BO-Campionati-prov--indoor-2024-2^-Giornata/REG34400	https://www.fidal.it/risultati/2024/REG34400/Index.htm	https://www.fidal.it/risultati/2024/REG34400/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-10	REG34718	VE - 1 Mini Indoor Provinciale	https://www.fidal.it/calendario/VE-1-Mini-Indoor-Provinciale/REG34718				Gara non esistente	2024-03-17
2024-02-10	REG34229	VR - Triathlon Provinciale Indoor	https://www.fidal.it/calendario/VR-Triathlon-Provinciale-Indoor/REG34229	https://www.fidal.it/risultati/2024/REG34229/Index.htm	https://www.fidal.it/risultati/2024/REG34229/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-10	REG34243	MEETING ASSOLUTO INDOOR CORSE	https://www.fidal.it/calendario/MEETING-ASSOLUTO-INDOOR-CORSE/REG34243	https://www.fidal.it/risultati/2024/REG34243/Index.htm	https://www.fidal.it/risultati/2024/REG34243/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-02-10	REG34242	MEETING INDOOR PROMOZIONALE	https://www.fidal.it/calendario/MEETING-INDOOR-PROMOZIONALE/REG34242	https://www.fidal.it/risultati/2024/REG34242/Index.htm	https://www.fidal.it/risultati/2024/REG34242/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-02-10	REG34221	PD - 3 manif. Provinciale invernale	https://www.fidal.it/calendario/PD-3-manif--Provinciale-invernale/REG34221	https://www.fidal.it/risultati/2024/REG34221/Index.htm	https://www.fidal.it/risultati/2024/REG34221/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-10	REG33807	Manifestazione Indoor	https://www.fidal.it/calendario/Manifestazione-Indoor/REG33807	https://www.fidal.it/risultati/2024/REG33807/Index.htm	https://www.fidal.it/risultati/2024/REG33807/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG33941	7-8 MAN. REGIONALE INDOOR OPEN	https://www.fidal.it/calendario/7-8-MAN--REGIONALE-INDOOR-OPEN/REG33941	https://www.fidal.it/risultati/2024/REG33941/Index.htm	https://www.fidal.it/risultati/2024/REG33941/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG33881	Meeting Regionale Indoor Giovanile di apertura OPEN	https://www.fidal.it/calendario/Meeting-Regionale-Indoor-Giovanile-di-apertura-OPEN/REG33881	https://www.fidal.it/risultati/2024/REG33881/Index.htm	https://www.fidal.it/risultati/2024/REG33881/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG33757	5^ PROVA CAMPIONATO REGIONALE INDOOR INDIVIDUALE MASTER M/F	https://www.fidal.it/calendario/5^-PROVA-CAMPIONATO-REGIONALE-INDOOR-INDIVIDUALE-MASTER-M-F/REG33757	https://www.fidal.it/risultati/2024/REG33757/Index.htm	https://www.fidal.it/risultati/2024/REG33757/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-11	REG34603	VI - 1 prova Miniindoor provinciale	https://www.fidal.it/calendario/VI-1-prova-Miniindoor-provinciale/REG34603				Gara non esistente	2024-03-17
2024-02-11	REG33665	MODENA MEETING ASSOLUTO	https://www.fidal.it/calendario/MODENA-MEETING-ASSOLUTO/REG33665	https://www.fidal.it/risultati/2024/REG33665/Index.htm	https://www.fidal.it/risultati/2024/REG33665/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-11	REG34435	PROMOINDOOR 2024	https://www.fidal.it/calendario/PROMOINDOOR-2024/REG34435	https://www.fidal.it/risultati/2024/REG34435/Index.htm	https://www.fidal.it/risultati/2024/REG34435/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG34436	RIUNIONE REGIONALE INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-INDOOR/REG34436	https://www.fidal.it/risultati/2024/REG34436/Index.htm	https://www.fidal.it/risultati/2024/REG34436/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG34223	PD - 5 manif. Provinciale invernale	https://www.fidal.it/calendario/PD-5-manif--Provinciale-invernale/REG34223	https://www.fidal.it/risultati/2024/REG34223/Index.htm	https://www.fidal.it/risultati/2024/REG34223/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-11	REG34279	CAMPIONATI PROVINCIALI INDOOR RAGAZZI/E	https://www.fidal.it/calendario/CAMPIONATI-PROVINCIALI-INDOOR-RAGAZZI-E/REG34279	https://www.fidal.it/risultati/2024/REG34279/Index.htm	https://www.fidal.it/risultati/2024/REG34279/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-02-11	REG34278	RIUNIONE REGIONALE LUNGO E TRIPLO INDOOR CADETTI/E NO OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-LUNGO-E-TRIPLO-INDOOR-CADETTI-E-NO-OPEN/REG34278	https://www.fidal.it/risultati/2024/REG34278/Index.htm	https://www.fidal.it/risultati/2024/REG34278/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG33923	CAMPIONATI REGIONALI INDIVIDUALI 60-60HS ASSOLUTI M/F INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-60-60HS-ASSOLUTI-M-F-INDOOR-OPEN/REG33923	https://www.fidal.it/risultati/2024/REG33923/Index.htm	https://www.fidal.it/risultati/2024/REG33923/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	COD11508	CAMPIONATI ITALIANI ALLIEVI INDOOR	https://www.fidal.it/calendario/CAMPIONATI-ITALIANI-ALLIEVI-INDOOR/COD11508	https://www.fidal.it/risultati/2024/COD11508/Index.htm	https://www.fidal.it/risultati/2024/COD11508/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG33924	RIUNIONE REGIONALE LUNGO A/J/P/ASSOLUTI M E TRIPLO A/P/J/ASS M/F INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-LUNGO-A-J-P-ASSOLUTI-M-E-TRIPLO-A-P-J-ASS-M-F-INDOOR-OPEN/REG33924	https://www.fidal.it/risultati/2024/REG33924/Index.htm	https://www.fidal.it/risultati/2024/REG33924/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-11	REG34036	Bra (CN) - Campionati piemontesi Indoor CF/CM - 1a giornata - approvazione Fidal Piemonte n. 35/indoor/2024	https://www.fidal.it/calendario/Bra-(CN)-Campionati-piemontesi-Indoor-CF-CM-1a-giornata-approvazione/REG34036	https://www.fidal.it/risultati/2024/REG34036/Index.htm	https://www.fidal.it/risultati/2024/REG34036/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-17	REG34224	PD - 6 manif. Provinciale invernale - Triathlon Indoor Ragazzi	https://www.fidal.it/calendario/PD-6-manif--Provinciale-invernale-Triathlon-Indoor-Ragazzi/REG34224	https://www.fidal.it/risultati/2024/REG34224/Index.htm	https://www.fidal.it/risultati/2024/REG34224/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-17	REG34246	TROFEO DELLE PROVINCE INDOOR	https://www.fidal.it/calendario/TROFEO-DELLE-PROVINCE-INDOOR/REG34246	https://www.fidal.it/risultati/2024/REG34246/Index.htm	https://www.fidal.it/risultati/2024/REG34246/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-02-17	REG34719	VE - 2 Mini Indoor Provinciale	https://www.fidal.it/calendario/VE-2-Mini-Indoor-Provinciale/REG34719				Gara non esistente	2024-03-17
2024-02-17	REG34739	VR - Triathlon Provinciale Indoor Esordienti 2	https://www.fidal.it/calendario/VR-Triathlon-Provinciale-Indoor-Esordienti-2/REG34739				Gara non esistente	2024-03-17
2024-02-17	REG33607	PARMA MEETING MASTER/ASSOLUTO	https://www.fidal.it/calendario/PARMA-MEETING-MASTER-ASSOLUTO/REG33607	https://www.fidal.it/risultati/2024/REG33607/Index.htm	https://www.fidal.it/risultati/2024/REG33607/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-17	REG33926	CAMPIONATI REGIONALI INDIVIDUALI TRIPLO E ASTA CM/CF INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-TRIPLO-E-ASTA-CM-CF-INDOOR-OPEN/REG33926	https://www.fidal.it/risultati/2024/REG33926/Index.htm	https://www.fidal.it/risultati/2024/REG33926/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-18	REG34247	CAMPIONATI TOSCANI PROVE MULTIPLE INDOOR open e Gara salto Triplo A/J/P/S m/f	https://www.fidal.it/calendario/CAMPIONATI-TOSCANI-PROVE-MULTIPLE-INDOOR-open-e-Gara-salto-Triplo-A-J-P-S-m-f/REG34247	https://www.fidal.it/risultati/2024/REG34247/Index.htm	https://www.fidal.it/risultati/2024/REG34247/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-02-18	REG33933	RIUNIONE PROVINCIALE INDOOR ESORDIENTI - RAGAZZI	https://www.fidal.it/calendario/RIUNIONE-PROVINCIALE-INDOOR-ESORDIENTI-RAGAZZI/REG33933	https://www.fidal.it/risultati/2024/REG33933/Index.htm	https://www.fidal.it/risultati/2024/REG33933/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	REG33864	Aosta - Campionati Regionali Indoor Ragazzi - Open	https://www.fidal.it/calendario/Aosta-Campionati-Regionali-Indoor-Ragazzi-Open/REG33864	https://www.fidal.it/risultati/2024/REG33864/Index.htm	https://www.fidal.it/risultati/2024/REG33864/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-18	REG34037	Fossano (CN) - Meeting Regionale - Un Gioco da Ragazzi - 1a prova - approvazione Fidal Piemonte n. 65/indoor/2024	https://www.fidal.it/calendario/Fossano-(CN)-Meeting-Regionale-Un-Gioco-da-Ragazzi-1a-prova-/REG34037	https://www.fidal.it/risultati/2024/REG34037/Index.htm	https://www.fidal.it/risultati/2024/REG34037/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	REG33608	PARMA CAMP.REG. PROVE MULTIPLE CADETTI/E no open	https://www.fidal.it/calendario/PARMA-CAMP-REG--PROVE-MULTIPLE-CADETTI-E-no-open/REG33608	https://www.fidal.it/risultati/2024/REG33608/Index.htm	https://www.fidal.it/risultati/2024/REG33608/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	REG33943	9 MAN. INDOOR solo CADETTI/E - Open (sabato) - TETRATHLON Cadetti/e (domenica)	https://www.fidal.it/calendario/9-MAN--INDOOR-solo-CADETTI-E-Open-(sabato)-TETRATHLON-Cadetti-e-(domenica)/REG33943	https://www.fidal.it/risultati/2024/REG33943/Index.htm	https://www.fidal.it/risultati/2024/REG33943/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-18	REG33765	PARMA MEETING GIOVANILE	https://www.fidal.it/calendario/PARMA-MEETING-GIOVANILE/REG33765	https://www.fidal.it/risultati/2024/REG33765/Index.htm	https://www.fidal.it/risultati/2024/REG33765/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	REG34225	PD - 7 manif. Provinciale invernale - Triathlon Indoor Ragazze	https://www.fidal.it/calendario/PD-7-manif--Provinciale-invernale-Triathlon-Indoor-Ragazze/REG34225	https://www.fidal.it/risultati/2024/REG34225/Index.htm	https://www.fidal.it/risultati/2024/REG34225/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	REG33931	RIUNIONE REGIONALE 60 E LUNGO CM/CF INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60-E-LUNGO-CM-CF-INDOOR-OPEN/REG33931	https://www.fidal.it/risultati/2024/REG33931/Index.htm	https://www.fidal.it/risultati/2024/REG33931/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-18	REG33500	MO: 1ª Rassegna Indoor Provinciale 2024	https://www.fidal.it/calendario/MO-1ª-Rassegna-Indoor-Provinciale-2024/REG33500	https://www.fidal.it/risultati/2024/REG33500/Index.htm	https://www.fidal.it/risultati/2024/REG33500/Index.htm	Vecchissimo	ok	2024-03-17
2024-02-18	COD11509	CAMPIONATI ITALIANI ASSOLUTI  INDOOR	https://www.fidal.it/calendario/CAMPIONATI-ITALIANI-ASSOLUTI-INDOOR/COD11509	https://www.fidal.it/risultati/2024/COD11509/Index.htm	https://www.fidal.it/risultati/2024/COD11509/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-18	REG33932	RIUNIONE REGIONALE 60-60HS CM/CF INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60-60HS-CM-CF-INDOOR-OPEN/REG33932	https://www.fidal.it/risultati/2024/REG33932/Index.htm	https://www.fidal.it/risultati/2024/REG33932/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-02-22	COD11884	All Star Perche	https://www.fidal.it/calendario/All-Star-Perche/COD11884				Gara non esistente	2024-03-17
2024-02-23	COD11883	World Indoor Tour Gold Madrid 2024	https://www.fidal.it/calendario/World-Indoor-Tour-Gold-Madrid-2024/COD11883				Gara non esistente	2024-03-17
2024-02-23	COD11882	ISTAF Indoor	https://www.fidal.it/calendario/ISTAF-Indoor/COD11882				Gara non esistente	2024-03-17
2024-02-24	REG34232	VR - Triathlon Provinciale Indoor	https://www.fidal.it/calendario/VR-Triathlon-Provinciale-Indoor/REG34232	https://www.fidal.it/risultati/2024/REG34232/Index.htm	https://www.fidal.it/risultati/2024/REG34232/Index.htm	Vecchissimo	ok	2024-03-17
