Data	Codice	Nome	Home Gara	Home	Risultati	Versione Sigma	Status	Ultimo Aggiornamento
2024-01-07	REG33659	MEETING GIOVANILE INDOOR - APERTURA STAGIONE INDOOR GIOVANILE	https://www.fidal.it/calendario/MEETING-GIOVANILE-INDOOR-APERTURA-STAGIONE-INDOOR-GIOVANILE/REG33659	https://www.fidal.it/risultati/2024/REG33659/Index.htm	https://www.fidal.it/risultati/2024/REG33659/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-07	REG33674	RIUNIONE REGIONALE 60HS-60-TRIPLO A/J/P/ASS M/F INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60HS-60-TRIPLO-A-J-P-ASS-M-F-INDOOR/REG33674	https://www.fidal.it/risultati/2024/REG33674/Index.htm	https://www.fidal.it/risultati/2024/REG33674/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-07	REG33673	RIUNIONE REGIONALE 60HS-60-ALTO A/J/P/ASS M/F INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60HS-60-ALTO-A-J-P-ASS-M-F-INDOOR/REG33673	https://www.fidal.it/risultati/2024/REG33673/Index.htm	https://www.fidal.it/risultati/2024/REG33673/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-07	REG33675	RIUNIONE REGIONALE DI SALTO CON L'ASTA INDOOR - 2 TAPPA OUTDOOR POLE VAULT CIRCUIT	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-DI-SALTO-CON-L-ASTA-INDOOR-2-TAPPA-OUTDOOR-POLE-VAULT/REG33675	https://www.fidal.it/risultati/2024/REG33675/Index.htm	https://www.fidal.it/risultati/2024/REG33675/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-13	REG33760	SPOSTATA AL 14 GENNAIO - RIUNIONE REGIONALE DI ASTA E TRIPLO M CAD M INDOOR OPEN	https://www.fidal.it/calendario/SPOSTATA-AL-14-GENNAIO-RIUNIONE-REGIONALE-DI-ASTA-E-TRIPLO-M-CAD-M-INDOOR-OPEN/REG33760	https://www.fidal.it/risultati/2024/REG33760/Index.htm		Nuovo	Risultati non ancora disponibili	2024-03-17
2024-01-13	REG33868	Meeting Regionale Indoor Assoluto di apertura OPEN	https://www.fidal.it/calendario/Meeting-Regionale-Indoor-Assoluto-di-apertura-OPEN/REG33868	https://www.fidal.it/risultati/2024/REG33868/Index.htm	https://www.fidal.it/risultati/2024/REG33868/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-13	REG34028	MEETING CARRARA INDOOR 3^ manifestazione	https://www.fidal.it/calendario/MEETING-CARRARA-INDOOR-3^-manifestazione/REG34028	https://www.fidal.it/risultati/2024/REG34028/Index.htm	https://www.fidal.it/risultati/2024/REG34028/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-13	REG33676	CAMPIONATI REGIONALI INDIVIDUALI LUNGO ALLIEVE INDOOR NO OPEN - RIUNIONE REG. LUNGO J/P/ASS F INDOOR NO OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-LUNGO-ALLIEVE-INDOOR-NO-OPEN-RIUNIONE-REG-/REG33676	https://www.fidal.it/risultati/2024/REG33676/Index.htm	https://www.fidal.it/risultati/2024/REG33676/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-01-13	REG33666	MEETING NAZIONALE INDOOR FESTIVAL PROVE	https://www.fidal.it/calendario/MEETING-NAZIONALE-INDOOR-FESTIVAL-PROVE/REG33666	https://www.fidal.it/risultati/2024/REG33666/Index.htm	https://www.fidal.it/risultati/2024/REG33666/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-13	REG34127	"1° MEMORIAL ""VITTORIO SAVINO"" - ASC"	https://www.fidal.it/calendario/1-MEMORIAL-VITTORIO-SAVINO-ASC/REG34127	https://www.fidal.it/risultati/2024/REG34127/Index.htm	https://www.fidal.it/risultati/2024/REG34127/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-13	REG33797	Campionato Regionale Individuale Indoor di PM Ci/e (1^prova Trofeo Invernale) + gare Assoluti	https://www.fidal.it/calendario/Campionato-Regionale-Individuale-Indoor-di-PM-Ci-e-(1^prova-Trofeo-Invernale)-+/REG33797	https://www.fidal.it/risultati/2024/REG33797/Index.htm	https://www.fidal.it/risultati/2024/REG33797/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-13	REG34169	MEETING SALTI INDOOR OPEN	https://www.fidal.it/calendario/MEETING-SALTI-INDOOR-OPEN/REG34169	https://www.fidal.it/risultati/2024/REG34169/Index.htm	https://www.fidal.it/risultati/2024/REG34169/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-01-13	REG34053	MEETING INDOOR PROMOZIONALE	https://www.fidal.it/calendario/MEETING-INDOOR-PROMOZIONALE/REG34053	https://www.fidal.it/risultati/2024/REG34053/Index.htm	https://www.fidal.it/risultati/2024/REG34053/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-14	REG33681	RIUNIONE REGIONALE DI ASTA E TRIPLO F CAD F INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-DI-ASTA-E-TRIPLO-F-CAD-F-INDOOR-OPEN/REG33681	https://www.fidal.it/risultati/2024/REG33681/Index.htm	https://www.fidal.it/risultati/2024/REG33681/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG33858	Aosta - Meeting Indoor di apertura	https://www.fidal.it/calendario/Aosta-Meeting-Indoor-di-apertura/REG33858	https://www.fidal.it/risultati/2024/REG33858/Index.htm	https://www.fidal.it/risultati/2024/REG33858/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG33593	MODENA MEETING ASSOLUTO	https://www.fidal.it/calendario/MODENA-MEETING-ASSOLUTO/REG33593	https://www.fidal.it/risultati/2024/REG33593/Index.htm	https://www.fidal.it/risultati/2024/REG33593/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-14	REG33839	1-2 MAN. REGIONALE INDOOR OPEN	https://www.fidal.it/calendario/1-2-MAN--REGIONALE-INDOOR-OPEN/REG33839	https://www.fidal.it/risultati/2024/REG33839/Index.htm	https://www.fidal.it/risultati/2024/REG33839/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG33677	CAMPIONATI REGIONALI INDIVIDUALI LUNGO ALLIEVI INDOOR NO OPEN - RIUNIONE REG. LUNGO J/P/ASS M INDOOR NO OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-LUNGO-ALLIEVI-INDOOR-NO-OPEN-RIUNIONE-REG-/REG33677	https://www.fidal.it/risultati/2024/REG33677/Index.htm	https://www.fidal.it/risultati/2024/REG33677/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-14	REG33680	RIUNIONE REGIONALE 60HS-60-ALTO A/J/P/ASS M/F INDOOR OPEN	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-60HS-60-ALTO-A-J-P-ASS-M-F-INDOOR-OPEN/REG33680	https://www.fidal.it/risultati/2024/REG33680/Index.htm	https://www.fidal.it/risultati/2024/REG33680/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG34234	"""Asta del centro Italia"""	https://www.fidal.it/calendario/-Asta-del-centro-Italia-/REG34234	https://www.fidal.it/risultati/2024/REG34234/Index.htm	https://www.fidal.it/risultati/2024/REG34234/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG33667	MEETING GIOVANILE INDOOR - GIOVANILE	https://www.fidal.it/calendario/MEETING-GIOVANILE-INDOOR-GIOVANILE/REG33667	https://www.fidal.it/risultati/2024/REG33667/Index.htm	https://www.fidal.it/risultati/2024/REG33667/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG34128	RIUNIONE REGIONALE INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-INDOOR/REG34128	https://www.fidal.it/risultati/2024/REG34128/Index.htm	https://www.fidal.it/risultati/2024/REG34128/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-14	REG34029	MEETING CARRARA INDOOR 4^ manifestazione	https://www.fidal.it/calendario/MEETING-CARRARA-INDOOR-4^-manifestazione/REG34029	https://www.fidal.it/risultati/2024/REG34029/Index.htm	https://www.fidal.it/risultati/2024/REG34029/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-14	REG33668	MEETING ASSOLUTI INDOOR - FESTIVAL PROVE MULTIPLE	https://www.fidal.it/calendario/MEETING-ASSOLUTI-INDOOR-FESTIVAL-PROVE-MULTIPLE/REG33668	https://www.fidal.it/risultati/2024/REG33668/Index.htm	https://www.fidal.it/risultati/2024/REG33668/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-14	REG33752	1^ PROVA MANIFESTAZIONE INDOOR	https://www.fidal.it/calendario/1^-PROVA-MANIFESTAZIONE-INDOOR/REG33752	https://www.fidal.it/risultati/2024/REG33752/Index.htm	https://www.fidal.it/risultati/2024/REG33752/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-17	REG33703	MEETING NAZIONALE INDOOR INFRASETTIMANALE - Giornata della marcia	https://www.fidal.it/calendario/MEETING-NAZIONALE-INDOOR-INFRASETTIMANALE-Giornata-della-marcia/REG33703	https://www.fidal.it/risultati/2024/REG33703/Index.htm	https://www.fidal.it/risultati/2024/REG33703/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-20	REG34115	CAMPIONATI REGIONALI INDIVIDUALI LUNGO J/P/S M/F INDOOR NO OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-LUNGO-J-P-S-M-F-INDOOR-NO-OPEN/REG34115	https://www.fidal.it/risultati/2024/REG34115/Index.htm	https://www.fidal.it/risultati/2024/REG34115/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-01-20	REG33685	CAMPIONATI REGIONALI IND.TRIPLO ALLIEVI/E INDOOR OPEN - RIUNIONE REGIONALE TRIPLO J/P/ASS TRIPLO INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-IND-TRIPLO-ALLIEVI-E-INDOOR-OPEN-RIUNIONE-REGIONALE/REG33685	https://www.fidal.it/risultati/2024/REG33685/Index.htm	https://www.fidal.it/risultati/2024/REG33685/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-20	REG34032	Fossano (CN) - Campionati piemontesi Assoluti/P/J/A Indoor - 1a giornata - approvazione Fidal Piemonte n. 32/indoor/2024	https://www.fidal.it/calendario/Fossano-(CN)-Campionati-piemontesi-Assoluti-P-J-A-Indoor-1a-giornata-/REG34032	https://www.fidal.it/risultati/2024/REG34032/Index.htm	https://www.fidal.it/risultati/2024/REG34032/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-20	REG33761	MEETING NAZIONALE INDOOR ASSOLUTI	https://www.fidal.it/calendario/MEETING-NAZIONALE-INDOOR-ASSOLUTI/REG33761	https://www.fidal.it/risultati/2024/REG33761/Index.htm	https://www.fidal.it/risultati/2024/REG33761/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-20	REG34054	MEETING INDOOR PROMOZIONALE	https://www.fidal.it/calendario/MEETING-INDOOR-PROMOZIONALE/REG34054	https://www.fidal.it/risultati/2024/REG34054/Index.htm	https://www.fidal.it/risultati/2024/REG34054/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-20	REG34204	MEETING INDOOR SALTI ASSOLUTI valido come Campionato Toscano Assoluto e Promesse	https://www.fidal.it/calendario/MEETING-INDOOR-SALTI-ASSOLUTI-valido-come-Campionato-Toscano-Assoluto-e-Promesse/REG34204	https://www.fidal.it/risultati/2024/REG34204/Index.htm	https://www.fidal.it/risultati/2024/REG34204/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-20	REG33596	MODENA CAMP. REG. INDOOR A/J/P	https://www.fidal.it/calendario/MODENA-CAMP--REG--INDOOR-A-J-P/REG33596	https://www.fidal.it/risultati/2024/REG33596/Index.htm	https://www.fidal.it/risultati/2024/REG33596/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-20	COD11603	III^ Meeting Internazionale Memorial Alessio Giovannini	https://www.fidal.it/calendario/III^-Meeting-Internazionale-Memorial-Alessio-Giovannini/COD11603	https://www.fidal.it/risultati/2024/COD11603/Index.htm	https://www.fidal.it/risultati/2024/COD11603/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-20	REG33595	PARMA MEETING GIOVANILE	https://www.fidal.it/calendario/PARMA-MEETING-GIOVANILE/REG33595	https://www.fidal.it/risultati/2024/REG33595/Index.htm	https://www.fidal.it/risultati/2024/REG33595/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-20	REG34219	PD - 1 manif. Provinciale invernale	https://www.fidal.it/calendario/PD-1-manif--Provinciale-invernale/REG34219	https://www.fidal.it/risultati/2024/REG34219/Index.htm	https://www.fidal.it/risultati/2024/REG34219/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-20	REG34212	CARRARA INDOOR 5 manifestazione	https://www.fidal.it/calendario/CARRARA-INDOOR-5-manifestazione/REG34212	https://www.fidal.it/risultati/2024/REG34212/Index.htm	https://www.fidal.it/risultati/2024/REG34212/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-20	REG33686	ANNULLATA - RIUNIONE REGIONALE DI ASTA E LUNGO CADETTI M INDOOR OPEN	https://www.fidal.it/calendario/ANNULLATA-RIUNIONE-REGIONALE-DI-ASTA-E-LUNGO-CADETTI-M-INDOOR-OPEN/REG33686				Gara non esistente	2024-03-17
2024-01-21	REG33871	Campionati Regionali Indoor Juniores e Allievi	https://www.fidal.it/calendario/Campionati-Regionali-Indoor-Juniores-e-Allievi/REG33871	https://www.fidal.it/risultati/2024/REG33871/Index.htm	https://www.fidal.it/risultati/2024/REG33871/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-21	REG34002	2^ Manifestazione Regionale Indoor	https://www.fidal.it/calendario/2^-Manifestazione-Regionale-Indoor/REG34002				Gara non esistente	2024-03-17
2024-01-21	REG33688	CAMPIONATI REGIONALI 60hs E 60 INDOOR J/P M/F INDOOR OPEN - CAMP.REG.IND. ALTO A/J/P/ASS M/F INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-60hs-E-60-INDOOR-J-P-M-F-INDOOR-OPEN-CAMP-REG-IND--ALTO/REG33688	https://www.fidal.it/risultati/2024/REG33688/Index.htm	https://www.fidal.it/risultati/2024/REG33688/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-21	REG33840	3-4 MAN. REGIONALE INDOOR OPEN	https://www.fidal.it/calendario/3-4-MAN--REGIONALE-INDOOR-OPEN/REG33840	https://www.fidal.it/risultati/2024/REG33840/Index.htm	https://www.fidal.it/risultati/2024/REG33840/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-21	REG33694	MODENA MEETING GIOVANILE	https://www.fidal.it/calendario/MODENA-MEETING-GIOVANILE/REG33694	https://www.fidal.it/risultati/2024/REG33694/Index.htm	https://www.fidal.it/risultati/2024/REG33694/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-21	REG33859	Aosta - Campionati Regionali Indoor Assoluti e Juniores - Open	https://www.fidal.it/calendario/Aosta-Campionati-Regionali-Indoor-Assoluti-e-Juniores-Open/REG33859	https://www.fidal.it/risultati/2024/REG33859/Index.htm	https://www.fidal.it/risultati/2024/REG33859/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-21	REG34213	CARRARA INDOOR 6 manifestazione	https://www.fidal.it/calendario/CARRARA-INDOOR-6-manifestazione/REG34213	https://www.fidal.it/risultati/2024/REG34213/Index.htm	https://www.fidal.it/risultati/2024/REG34213/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-01-21	REG33762	MEETING GIOVANILE INDOOR GIOVANILE	https://www.fidal.it/calendario/MEETING-GIOVANILE-INDOOR-GIOVANILE/REG33762	https://www.fidal.it/risultati/2024/REG33762/Index.htm	https://www.fidal.it/risultati/2024/REG33762/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-21	REG33598	PARMA CAMP. REG. INDOOR A/J/P	https://www.fidal.it/calendario/PARMA-CAMP--REG--INDOOR-A-J-P/REG33598	https://www.fidal.it/risultati/2024/REG33598/Index.htm	https://www.fidal.it/risultati/2024/REG33598/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-21	REG33763	MEETING ASSOLUTI INDOOR	https://www.fidal.it/calendario/MEETING-ASSOLUTI-INDOOR/REG33763	https://www.fidal.it/risultati/2024/REG33763/Index.htm	https://www.fidal.it/risultati/2024/REG33763/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-21	REG34033	Fossano (CN) - Campionati piemontesi Assoluti/P/J/A Indoor - 2a giornata - approvazione Fidal Piemonte n. 33/indoor/2024	https://www.fidal.it/calendario/Fossano-(CN)-Campionati-piemontesi-Assoluti-P-J-A-Indoor-2a-giornata-/REG34033	https://www.fidal.it/risultati/2024/REG34033/Index.htm	https://www.fidal.it/risultati/2024/REG34033/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-21	REG33689	CAMPIONATI REGIONALI INDIVIDUALI PESO A/J/P/ASSOLUTI INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-PESO-A-J-P-ASSOLUTI-INDOOR-OPEN/REG33689	https://www.fidal.it/risultati/2024/REG33689/Index.htm	https://www.fidal.it/risultati/2024/REG33689/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-21	REG34205	MEETING SALTI INDOOR OPEN valido come Campionato Toscano Assoluto e Promesse	https://www.fidal.it/calendario/MEETING-SALTI-INDOOR-OPEN-valido-come-Campionato-Toscano-Assoluto-e-Promesse/REG34205	https://www.fidal.it/risultati/2024/REG34205/Index.htm	https://www.fidal.it/risultati/2024/REG34205/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
2024-01-21	REG33753	2^ PROVA CAMPIONATO REGIONALE INDOOR  INDIVIDUALE ALLIEVI/E	https://www.fidal.it/calendario/2^-PROVA-CAMPIONATO-REGIONALE-INDOOR-INDIVIDUALE-ALLIEVI-E/REG33753	https://www.fidal.it/risultati/2024/REG33753/Index.htm	https://www.fidal.it/risultati/2024/REG33753/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-21	REG33690	ANNULLATA - RIUNIONE REGIONALE DI ASTA E LUNGO CADETTI F INDOOR OPEN	https://www.fidal.it/calendario/ANNULLATA-RIUNIONE-REGIONALE-DI-ASTA-E-LUNGO-CADETTI-F-INDOOR-OPEN/REG33690				Gara non esistente	2024-03-17
2024-01-24	REG33816	MEETING NAZIONALE INDOOR INFRASETTIMANALE	https://www.fidal.it/calendario/MEETING-NAZIONALE-INDOOR-INFRASETTIMANALE/REG33816	https://www.fidal.it/risultati/2024/REG33816/Index.htm	https://www.fidal.it/risultati/2024/REG33816/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-27	REG34208	MEETING INDOOR CORSE 60 e 60 hs	https://www.fidal.it/calendario/MEETING-INDOOR-CORSE-60-e-60-hs/REG34208	https://www.fidal.it/risultati/2024/REG34208/Index.htm	https://www.fidal.it/risultati/2024/REG34208/RESULTSBYEVENT1.htm	Vecchio #1	ok	2024-03-17
2024-01-27	REG34227	VR - Triathlon Provinciale Indoor	https://www.fidal.it/calendario/VR-Triathlon-Provinciale-Indoor/REG34227	https://www.fidal.it/risultati/2024/REG34227/Index.htm	https://www.fidal.it/risultati/2024/REG34227/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-27	REG34034	Bra (CN) - Campionati piemontesi Assoluti/P/J/A Indoor - 3a giornata	https://www.fidal.it/calendario/Bra-(CN)-Campionati-piemontesi-Assoluti-P-J-A-Indoor-3a-giornata/REG34034	https://www.fidal.it/risultati/2024/REG34034/Index.htm	https://www.fidal.it/risultati/2024/REG34034/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-27	REG34214	CARRARA INDOOR 7 manifestazione - Campionati Toscani Indoor Ragazze e Cadette	https://www.fidal.it/calendario/CARRARA-INDOOR-7-manifestazione-Campionati-Toscani-Indoor-Ragazze-e-Cadette/REG34214	https://www.fidal.it/risultati/2024/REG34214/Index.htm	https://www.fidal.it/risultati/2024/REG34214/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-01-27	REG34035	Paruzzaro (NO) - Meeting Regionale Indoor Esordienti - Corri, Salta, Lancia	https://www.fidal.it/calendario/Paruzzaro-(NO)-Meeting-Regionale-Indoor-Esordienti-Corri-Salta-Lancia/REG34035				Gara non esistente	2024-03-17
2024-01-27	REG33817	MEETING ASSOLUTI INDOOR	https://www.fidal.it/calendario/MEETING-ASSOLUTI-INDOOR/REG33817	https://www.fidal.it/risultati/2024/REG33817/Index.htm	https://www.fidal.it/risultati/2024/REG33817/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-27	REG34220	PD - 2 manif. Provinciale invernale	https://www.fidal.it/calendario/PD-2-manif--Provinciale-invernale/REG34220	https://www.fidal.it/risultati/2024/REG34220/Index.htm	https://www.fidal.it/risultati/2024/REG34220/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-27	REG34201	BO: Campionati prov. indoor 2024 1^ Giornata “BRASCHI DAY”	https://www.fidal.it/calendario/BO-Campionati-prov--indoor-2024-1^-Giornata-“BRASCHI-DAY”/REG34201	https://www.fidal.it/risultati/2024/REG34201/Index.htm	https://www.fidal.it/risultati/2024/REG34201/Index.htm	Vecchissimo	ok	2024-03-17
2024-01-27	REG34129	RIUNIONE REGIONALE INDOOR	https://www.fidal.it/calendario/RIUNIONE-REGIONALE-INDOOR/REG34129	https://www.fidal.it/risultati/2024/REG34129/Index.htm	https://www.fidal.it/risultati/2024/REG34129/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-27	REG33695	CAMPIONATI REGIONALI INIDIVIDUALI TRIPLO J/P/ASSOLUTI M/F INDOOR OPEN + RIUNIONE REGIONALE TRIPLO ALLIEVI/E INDOOR OPEN	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INIDIVIDUALI-TRIPLO-J-P-ASSOLUTI-M-F-INDOOR-OPEN-+/REG33695	https://www.fidal.it/risultati/2024/REG33695/Index.htm	https://www.fidal.it/risultati/2024/REG33695/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG33841	5-6 MAN. REGIONALE INDOOR OPEN	https://www.fidal.it/calendario/5-6-MAN--REGIONALE-INDOOR-OPEN/REG33841	https://www.fidal.it/risultati/2024/REG33841/Index.htm	https://www.fidal.it/risultati/2024/REG33841/Risultati/IndexRisultatiPerGara.html	Nuovo	ok	2024-03-17
2024-01-28	REG34215	CARRARA INDOOR 8 manifestazione - Campionati Toscani Indoor Ragazzi e Cadetti	https://www.fidal.it/calendario/CARRARA-INDOOR-8-manifestazione-Campionati-Toscani-Indoor-Ragazzi-e-Cadetti/REG34215	https://www.fidal.it/risultati/2024/REG34215/Index.htm	https://www.fidal.it/risultati/2024/REG34215/RESULTSBYEVENT1.htm	Vecchio #3	ok	2024-03-17
2024-01-28	REG33698	CAMPIONATI REGIONALI INDIVIDUALI INDOOR MASTER	https://www.fidal.it/calendario/CAMPIONATI-REGIONALI-INDIVIDUALI-INDOOR-MASTER/REG33698	https://www.fidal.it/risultati/2024/REG33698/Index.htm	https://www.fidal.it/risultati/2024/REG33698/RESULTSBYEVENT1.htm	Vecchio #2	ok	2024-03-17
